geometry,SOURCE_SITE_SEQ_NO,HICAP_WELL_NO,WI_UNIQUE_WELL_NO,PWS_ID,PROPERTY_SEQ_NO,OWNER_COMPANY,OWNER_NAME,WATER_USE_CODE,APPROVAL_DATE,COMPLETION_DATE,PUMP_CAPACITY_GPM,PUMP_CAPACITY_GPD,MAX_APPROVED_WDRL_GPD,WELL_DEPTH_FT,ENLARGED_DRILLHOLE_DIAM_IN,LOWER_DRILLHOLE_DIAM_IN,CASING_DIAM_IN,SPECIFIC_CAPACITY_GMFT_AMT,CHIEF_AQUIFER_DESC,WATER_USE_SHORT_DESC,SOURCE_STATUS_DESC
Geocortex.Gis.Geometries.Polygon,19652,73606,IE426,,13489,,"WARZYNSKI, CHARLES",DS11,2014-07-15T00:00:00.0000000,1995-10-04T00:00:00.0000000,18,25920,25920,211,4,4,4,3.6,,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,8197,69311,GG372,,9312,TINEDALE FARMS LLC,TINEDALE FARMS LLC,DS11,2007-01-01T00:00:00.0000000,1993-07-21T00:00:00.0000000,45,64800,15000,407,10,6,6,0.3,,Privt/single residence,EXISTING source
Geocortex.Gis.Geometries.Polygon,304,75589,AT091,,242,HOLLAND SANITARY DISTRICT,HOLLAND SANITARY DISTRICT,PS11,1980-11-24T00:00:00.0000000,1989-07-30T00:00:00.0000000,290,417600,394000,,,,,,,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,20125,73977,QV592,,13657,WELTZIEN POULTRY FARMS,WELTZIEN POULTRY FARMS,DS11,2014-05-05T00:00:00.0000000,2003-05-03T00:00:00.0000000,10,14400,2000,110,10,6,6,0.3,Sandstone,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,21353,91589,XS732,,14090,CERES FARMS WISCONSIN LLC,CERES FARMS WISCONSIN LLC,IR10,2016-09-30T00:00:00.0000000,2016-12-22T00:00:00.0000000,1000,1440000,1440000,115,16,16,16,62.5,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4877,23832,BC886,,6958,ELLIS INDUSTRIES LLC,ELLIS INDUSTRIES LLC,IR10,1978-01-30T00:00:00.0000000,1975-06-10T00:00:00.0000000,1200,1728000,1728000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,1205,623,DN592,,6958,ELLIS INDUSTRIES LLC,ELLIS INDUSTRIES LLC,IR10,1991-03-19T00:00:00.0000000,1991-05-24T00:00:00.0000000,1200,1728000,1728000,102,30,30,16,,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,16903,72243,YH612,,12460,,"WESTRA, EDWARD & DIANE",IR10,2012-07-17T00:00:00.0000000,2012-07-19T00:00:00.0000000,500,720000,720000,180,8.75,6,6,1.8,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,16902,72242,,,12460,,"WESTRA, EDWARD & DIANE",DS11,2012-07-17T00:00:00.0000000,1976-04-27T00:00:00.0000000,15,21600,1000,,,,,,,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,23389,93455,AAR442,,14912,P&Q EAST OF WINNEBAGO LLC,P&Q EAST OF WINNEBAGO LLC,IN61,2022-03-31T00:00:00.0000000,2022-04-11T00:00:00.0000000,500,720000,720000,513,8,8,8,2.9,,"Mining, quarrying",APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3206,3732,IZ677,,8843,WI DNR - KETTLE MORAINE ST FOREST NORTH,WI DNR - KETTLE MORAINE ST FOREST NORTH,PS41,2002-06-03T00:00:00.0000000,1984-04-04T00:00:00.0000000,25,36000,200,165,10,6,10,1.9,Sand/Gravel,Public/transient,EXISTING source
Geocortex.Gis.Geometries.Polygon,11051,77275,BF601,11401390,10957,"BROWNSVILLE, VILLAGE OF - UTILITY","BROWNSVILLE, VILLAGE OF - UTILITY",PS11,1968-01-31T00:00:00.0000000,1969-12-04T00:00:00.0000000,340,489600,490000,1163,20,13.25,20,3,Sandstone,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,1287,754,GQ552,,8843,WI DNR - KETTLE MORAINE ST FOREST NORTH,WI DNR - KETTLE MORAINE ST FOREST NORTH,PS41,1991-11-19T00:00:00.0000000,1978-06-06T00:00:00.0000000,15,21600,3000,200,10,6,6,1.2,Limestone/Dolomite,Public/transient,EXISTING source
Geocortex.Gis.Geometries.Polygon,20062,73952,YP266,,13636,TIM & SARA BRANDSMA LIVING TRUST DTD 1/27/2014,TIM & SARA BRANDSMA LIVING TRUST DTD 1/27/2014,IR10,2014-09-29T00:00:00.0000000,2016-01-15T00:00:00.0000000,750,1080000,1080000,615,18,13,14,65.4,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,126,1745,KR925,42004611,192,CAMPBELLSPORT WATERWORKS,CAMPBELLSPORT WATERWORKS,PS11,1995-02-01T00:00:00.0000000,1995-08-03T00:00:00.0000000,500,720000,720000,1245,23,15,20,5.2,Sandstone,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,130,1766,KU372,46004376,194,"CEDAR GROVE, VILLAGE OF - UTILITY","CEDAR GROVE, VILLAGE OF - UTILITY",PS11,1996-01-23T00:00:00.0000000,1996-04-18T00:00:00.0000000,400,576000,504000,695,19,12,12,1.5,Limestone/Dolomite,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,131,86464,AY324,46004376,194,"CEDAR GROVE, VILLAGE OF - UTILITY","CEDAR GROVE, VILLAGE OF - UTILITY",PS11,1988-06-02T00:00:00.0000000,1988-12-21T00:00:00.0000000,300,432000,432000,,12,12,10,0.7,Limestone/Dolomite,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,7158,68017,MP747,,9873,EDGEWOOD GOLF COURSE,EDGEWOOD GOLF COURSE,PS41,2006-02-24T00:00:00.0000000,1998-08-26T00:00:00.0000000,20,28800,5000,52,6,6,6,0.9,,Public/transient,EXISTING source
Geocortex.Gis.Geometries.Polygon,11461,79512,BF962,12500818,11062,"HOLLANDALE, VILLAGE OF - UTILITY","HOLLANDALE, VILLAGE OF - UTILITY",PS11,1951-05-18T00:00:00.0000000,1951-01-01T00:00:00.0000000,250,360000,360000,600,16,10,16,4.8,Sandstone,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,11005,78862,BF849,12200859,10943,"BLOOMINGTON, VILLAGE OF - UTILITY","BLOOMINGTON, VILLAGE OF - UTILITY",PS11,1936-04-03T00:00:00.0000000,1937-01-01T00:00:00.0000000,250,360000,360000,860,16,10,12,4.5,Sandstone,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,1868,1634,KU332,,8072,LURVEY ENTERPRISES LLC,LURVEY ENTERPRISES LLC,IR25,1995-08-15T00:00:00.0000000,1996-03-14T00:00:00.0000000,1000,1440000,1440000,1000,19,12.25,14,21.7,Limestone/Dolomite,Sod irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,10295,80021,,,9019,JELLYSTONE PARK OF FORT ATKINSON,JELLYSTONE PARK OF FORT ATKINSON,PS41,1985-05-23T00:00:00.0000000,1985-06-18T00:00:00.0000000,200,288000,50000,,,,,,,Public/transient,EXISTING source
Geocortex.Gis.Geometries.Polygon,4264,12439,AY714,,8070,LURVEY SOD FARMS,LURVEY SOD FARMS,IR25,1989-05-24T00:00:00.0000000,1989-06-22T00:00:00.0000000,900,1296000,1296000,550,16,8.75,12,,Sandstone,Sod irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,10965,77100,BF480,11302093,10933,"BELLEVILLE, VILLAGE OF - UTILITY","BELLEVILLE, VILLAGE OF - UTILITY",PS11,1957-02-07T00:00:00.0000000,1957-01-01T00:00:00.0000000,500,720000,720000,394,17.25,12.5,18,14.1,Sandstone,Public utility,EXISTING source
Geocortex.Gis.Geometries.Polygon,23414,93480,AAR849,,9552,WEISS FAMILY FARMS REAL ESTATE LLC,WEISS FAMILY FARMS REAL ESTATE LLC,LV10,2022-06-27T00:00:00.0000000,2022-07-27T00:00:00.0000000,60,86400,86400,300,10,6,6,3,,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,18116,72195,YH123,,10067,,"WEISS, MARTY & MARY",IR10,2012-06-28T00:00:00.0000000,2012-07-05T00:00:00.0000000,25,36000,35000,150,10,6,6,1,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3315,3850,GC708,,9552,WEISS FAMILY FARMS REAL ESTATE LLC,WEISS FAMILY FARMS REAL ESTATE LLC,LV10,2002-05-14T00:00:00.0000000,1994-06-14T00:00:00.0000000,37,53280,53280,85,10,6,6,7.4,Sandstone,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,7695,68741,,,10067,,"WEISS, MARTY & MARY",LV20,2007-04-12T00:00:00.0000000,1950-01-01T00:00:00.0000000,20,28800,28800,,,,,,,Non-dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,7696,68742,UJ780,,10067,,"WEISS, MARTY & MARY",IR21,2007-04-12T00:00:00.0000000,2007-04-26T00:00:00.0000000,1000,1440000,1440000,400,20,15,16,5.8,Sandstone,Forestry irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,7699,68745,WL139,,10067,,"WEISS, MARTY & MARY",LV20,2007-04-12T00:00:00.0000000,2007-11-12T00:00:00.0000000,65,93600,93600,92,8,6,6,1.3,,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3316,3851,OK919,,9552,WEISS FAMILY FARMS REAL ESTATE LLC,WEISS FAMILY FARMS REAL ESTATE LLC,LV10,2002-05-14T00:00:00.0000000,2002-06-13T00:00:00.0000000,70,100800,100800,114,10,6,6,7,Sandstone,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,22280,92393,ABA248,,14412,,"BRANTNER, JOSH",IR10,2018-06-04T10:21:33.0000000,2023-05-04T00:00:00.0000000,800,1152000,1152000,380,20,15,16,5.7,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,7155,68014,TB452,,9560,JOSEPH P TATE INVESTMENTS LTDPARTNERSHIP,JOSEPH P TATE INVESTMENTS LTDPARTNERSHIP,IR23,2006-02-17T00:00:00.0000000,2006-03-30T00:00:00.0000000,1200,1728000,1728000,95,30,30,16,53.3,Sand/Gravel,Cranberry irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,4931,23899,BC948,,7653,NORTHERN AGRICULTURE LLC C/O UBS FARMLAND INVESTORS,NORTHERN AGRICULTURE LLC C/O UBS FARMLAND INVESTORS,IR10,1969-09-08T00:00:00.0000000,1969-09-25T00:00:00.0000000,1200,1728000,1728000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,3232,3767,RF167,,9560,JOSEPH P TATE INVESTMENTS LTDPARTNERSHIP,JOSEPH P TATE INVESTMENTS LTDPARTNERSHIP,IR23,2002-08-12T00:00:00.0000000,2002-09-03T00:00:00.0000000,1200,1728000,1728000,80,20,20,16,28.6,Sand/Gravel,Cranberry irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,5147,24177,BD197,,10498,EAGLE CREEK MIDWEST LLC,EAGLE CREEK MIDWEST LLC,IR10,1981-04-24T00:00:00.0000000,1976-06-10T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,20365,74255,YL876,,7231,DOPP DAIRY DOMAIN INC,DOPP DAIRY DOMAIN INC,LV10,2014-09-08T00:00:00.0000000,2014-12-16T00:00:00.0000000,25,36000,3000,120,6,6,6,1.9,Sand/Gravel,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,5125,24150,BD173,,6765,,"DOPP, PHILLIP J",IR10,1979-03-22T00:00:00.0000000,1979-05-07T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,15602,68923,UL681,,7234,,"DOPP, DANIEL",IR10,2007-07-26T00:00:00.0000000,2008-06-24T00:00:00.0000000,1000,1440000,1440000,108,30,30,16,4,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,5695,35360,BD791,,7866,CHRISTIE LAND LLC,CHRISTIE LAND LLC,IR10,1981-06-23T00:00:00.0000000,1981-06-15T00:00:00.0000000,1200,1728000,1728000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,5668,35323,BD761,,7846,,"GREEN, DELAYNE",IR10,1964-04-29T00:00:00.0000000,1964-08-15T00:00:00.0000000,750,1080000,810000,70,32,32,18,50,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,17044,72299,WZ963,,12527,TJAJ INC,TJAJ INC,IR10,2012-08-09T00:00:00.0000000,2012-08-21T00:00:00.0000000,1000,1440000,1440000,98,32,32,16,36,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,17801,72595,MM614,,12695,,"LEIN, EDWARD",LV20,2012-12-21T00:00:00.0000000,1998-11-03T00:00:00.0000000,15,21600,10000,160,4,4,4,4.5,Sand/Gravel,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,17802,72594,YI800,,12695,,"LEIN, EDWARD",IR10,2012-12-21T00:00:00.0000000,2013-02-08T00:00:00.0000000,900,1296000,1296000,257,16,16,16,22.8,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,19483,73432,OR197,,10165,,"BEGGS, BRIAN L",DS11,2013-10-23T00:00:00.0000000,2003-02-19T00:00:00.0000000,20,28800,2000,56,6,6,6,20,,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,1733,1457,FR728,,10165,,"BEGGS, BRIAN L",IR10,1994-06-23T00:00:00.0000000,1994-06-28T00:00:00.0000000,500,720000,720000,77,30,30,16,27.3,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,1024,380,DN524,,7202,JOHN BOVEE REVOC TRUST,JOHN BOVEE REVOC TRUST,IR10,1990-04-12T00:00:00.0000000,1990-04-24T00:00:00.0000000,1000,1440000,1440000,82,30,30,16,,Sand/Gravel,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,5066,24062,BD098,,6536,"AGRI-ALLIANCE LAND,  LLC","AGRI-ALLIANCE LAND,  LLC",IR10,1985-04-19T00:00:00.0000000,1977-06-03T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4948,23918,,,6536,"AGRI-ALLIANCE LAND,  LLC","AGRI-ALLIANCE LAND,  LLC",LV10,1971-05-05T00:00:00.0000000,1971-05-28T00:00:00.0000000,138,198720,,,,,,,,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,19482,73433,XH345,,10165,,"BEGGS, BRIAN L",LV20,2013-10-23T00:00:00.0000000,2014-05-13T00:00:00.0000000,40,57600,50000,55,6,6,6,20,Sand/Gravel,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4916,23878,BC928,,6536,"AGRI-ALLIANCE LAND,  LLC","AGRI-ALLIANCE LAND,  LLC",IR10,1966-12-13T00:00:00.0000000,1966-08-08T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,4807,23748,BC804,,10189,,"HETZEL, JERRY & CHERYL",IR10,1979-04-30T00:00:00.0000000,1961-08-01T00:00:00.0000000,1000,1440000,1440000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,9163,70400,UW249,,10189,,"HETZEL, JERRY & CHERYL",LV20,2009-07-16T00:00:00.0000000,2009-07-22T00:00:00.0000000,40,57600,15000,162,6,6,6,2.5,Sand/Gravel,Non-dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,7954,69037,UM791,,10189,,"HETZEL, JERRY & CHERYL",IR10,2007-09-27T00:00:00.0000000,2007-11-03T00:00:00.0000000,1000,1440000,1440000,210,30,30,16,,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22275,92389,ZS399,,14408,SECURA INS CO,SECURA INS CO,IR99,2018-06-05T00:00:00.0000000,2018-07-13T00:00:00.0000000,100,144000,144000,460,8.75,6,6,0.5,,Irrigation - other,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,22276,92390,ZS364,,14408,SECURA INS CO,SECURA INS CO,IN99,2018-06-05T00:00:00.0000000,2018-07-10T00:00:00.0000000,100,144000,144000,320,10,6,6,,,Industrial - other,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,6101,38314,,,8538,WINAGAMIE INC,WINAGAMIE INC,IR31,1989-04-28T00:00:00.0000000,1964-11-11T00:00:00.0000000,20,28800,29000,,,,,,,Golf course irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,2850,3139,NP664,,8538,WINAGAMIE INC,WINAGAMIE INC,IR31,2000-05-16T00:00:00.0000000,2000-07-04T00:00:00.0000000,400,576000,576000,412,12,8,8,14.3,Sandstone,Golf course irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,6102,38315,CL884,,8538,WINAGAMIE INC,WINAGAMIE INC,IR31,1989-04-28T00:00:00.0000000,1990-01-10T00:00:00.0000000,400,576000,1440000,401,12,8,8,3.2,Sandstone,Golf course irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,1111,471,CO536,,10588,CRANBERRY ROCK CRANBERRIES LLC,CRANBERRY ROCK CRANBERRIES LLC,IR23,1991-07-03T00:00:00.0000000,1990-08-06T00:00:00.0000000,1000,1440000,2880000,79,32,32,16,35.7,Sand/Gravel,Cranberry irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,4273,12909,BC221,,6954,ELLIS INDUSTRIES LLC,ELLIS INDUSTRIES LLC,IR10,1981-09-18T00:00:00.0000000,1974-07-03T00:00:00.0000000,1000,1440000,1728000,,,,,,,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,16041,36595,BE084,,12060,HUDZIAK FARMS LLC,HUDZIAK FARMS LLC,IR10,1975-04-25T00:00:00.0000000,1976-03-09T00:00:00.0000000,800,1152000,1152000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,8833,70020,UN299,,10408,,"DEDEKER, DERRICK ",OT13,2008-10-15T00:00:00.0000000,2008-11-04T00:00:00.0000000,150,216000,216000,425,6,6,,0.8,Sandstone,Lake and pond levels,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,18864,73058,XB312,,13117,,"SCHREIBER, JANIS J",IR10,2013-06-05T00:00:00.0000000,2013-07-19T00:00:00.0000000,700,1008000,1008000,140,22,22,16,13,Sand/Gravel,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3811,5012,BB759,,8227,GRESHIK FARMS,GRESHIK FARMS,IR10,1976-12-17T00:00:00.0000000,1977-05-30T00:00:00.0000000,1200,1728000,1728000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,23513,93575,AAQ936,,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,2022-06-09T22:13:28.0000000,2023-04-12T00:00:00.0000000,60,86400,2000,174,6,6,6,0,,Lodging,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,23514,93576,AAQ935,,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,2022-06-09T22:13:28.0000000,2023-04-04T00:00:00.0000000,60,86400,2000,156,6,6,6,0,,Lodging,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,9718,71004,BP399,47004320,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,IR32,2010-01-01T00:00:00.0000000,1959-05-26T00:00:00.0000000,35,50400,50400,66,4,2,2,3,Sand/Gravel,Park&Rec field irrig,EXISTING source
Geocortex.Gis.Geometries.Polygon,10682,88412,BP397,47004298,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,1969-06-18T00:00:00.0000000,1967-06-23T00:00:00.0000000,35,50400,40000,130,6,4,4,22.5,Sand/Gravel,Lodging,EXISTING source
Geocortex.Gis.Geometries.Polygon,9717,71003,BP396,47004287,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,2010-01-01T00:00:00.0000000,1969-06-16T00:00:00.0000000,35,50400,50400,150,10,6,10,3.5,Sand/Gravel,Lodging,EXISTING source
Geocortex.Gis.Geometries.Polygon,10683,88413,BP395,47004276,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,1970-08-10T00:00:00.0000000,1970-08-07T00:00:00.0000000,35,50400,14000,63,10,4,10,3,Sand/Gravel,Lodging,EXISTING source
Geocortex.Gis.Geometries.Polygon,10684,88414,JF490,47004254,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,1970-08-10T00:00:00.0000000,1970-08-10T00:00:00.0000000,35,50400,80000,145,12,6,12,1.4,Sand/Gravel,Lodging,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,6920,67664,ST876,47001647,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,2005-05-19T00:00:00.0000000,2005-05-25T00:00:00.0000000,60,86400,88000,218,6,6,6,11,Sand/Gravel,Lodging,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3121,3477,RL164,47001020,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,2003-06-18T00:00:00.0000000,2003-06-30T00:00:00.0000000,50,72000,42000,142,6,6,6,8.6,Sand/Gravel,Lodging,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,10680,88410,BP398,47004309,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,1969-06-18T00:00:00.0000000,1962-07-06T00:00:00.0000000,35,50400,40000,138,8,4,4,10,Sand/Gravel,Lodging,EXISTING source
Geocortex.Gis.Geometries.Polygon,10681,88411,JF489,47004331,8967,CAMP MOSHAVA INC,CAMP MOSHAVA INC,PS42,1969-06-18T00:00:00.0000000,1966-06-27T00:00:00.0000000,35,50400,40000,150,8,4,4,17.5,Sand/Gravel,Lodging,EXISTING source
Geocortex.Gis.Geometries.Polygon,17074,72482,XB918,,12588,,"KOHLWEY, DOUGLAS",LV10,2012-11-19T00:00:00.0000000,2012-12-06T00:00:00.0000000,100,144000,144000,244,12,8,8,3.4,Limestone/Dolomite,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,18920,71918,WQ619,,13149,SEILER FARMS,SEILER FARMS,IR10,2012-02-21T00:00:00.0000000,2012-03-29T00:00:00.0000000,800,1152000,1152000,236,16,16,16,68.2,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,21655,91840,XZ340,,9802,CLOVER HILL DAIRY LLC,CLOVER HILL DAIRY LLC,LV10,2016-11-01T00:00:00.0000000,2016-11-01T00:00:00.0000000,30,43200,35000,300,12,6,6,1,,Dairy farming,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,6942,67690,QU516,,9802,CLOVER HILL DAIRY LLC,CLOVER HILL DAIRY LLC,LV10,2005-06-07T00:00:00.0000000,2002-03-29T00:00:00.0000000,35,50400,35000,270,12,8,8,0.9,,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,6943,67691,SW437,,9802,CLOVER HILL DAIRY LLC,CLOVER HILL DAIRY LLC,LV10,2005-06-07T00:00:00.0000000,2005-05-01T00:00:00.0000000,30,43200,36000,260,12,8,8,0.8,,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,6941,67689,HP640,,9802,CLOVER HILL DAIRY LLC,CLOVER HILL DAIRY LLC,LV10,2005-06-07T00:00:00.0000000,1994-05-17T00:00:00.0000000,30,43200,35000,303,8,8,8,0.4,,Dairy farming,EXISTING source
Geocortex.Gis.Geometries.Polygon,17718,72527,YI555,,12658,LAVERN C & CHERYL M DAVIS JOINT REVOCABLE TRUST,LAVERN C & CHERYL M DAVIS JOINT REVOCABLE TRUST,IR10,2012-11-28T00:00:00.0000000,2012-12-18T00:00:00.0000000,850,1224000,1224000,330,16,15,16,10,Sandstone,Agricultural irrigation,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3357,3910,TQ717,,9690,UNITED WISCONSIN GRAIN PRODUCERS LLC,UNITED WISCONSIN GRAIN PRODUCERS LLC,IN53,2003-11-04T00:00:00.0000000,2004-01-15T00:00:00.0000000,515,741600,742000,520,17,10,10,10.8,Sandstone,Bio-fuel mfg,EXISTING source
Geocortex.Gis.Geometries.Polygon,3554,4264,TR454,,9690,UNITED WISCONSIN GRAIN PRODUCERS LLC,UNITED WISCONSIN GRAIN PRODUCERS LLC,IN53,2004-01-26T00:00:00.0000000,2004-05-13T00:00:00.0000000,515,741600,742000,550,19.25,10,10,6.5,,Bio-fuel mfg,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3852,5743,BB806,,8078,JW JUNG SEED COMPANY,JW JUNG SEED COMPANY,IR22,1977-07-12T00:00:00.0000000,1977-07-30T00:00:00.0000000,1200,1728000,1728000,,,,,,,Orchards/nursery irrig,EXISTING source
Geocortex.Gis.Geometries.Polygon,7597,68622,WI575,,9690,UNITED WISCONSIN GRAIN PRODUCERS LLC,UNITED WISCONSIN GRAIN PRODUCERS LLC,PS31,2007-01-05T00:00:00.0000000,2007-01-10T00:00:00.0000000,20,28800,1000,302,10,6,6,0.9,Sandstone,Public/non-transient,APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,3555,4265,TS808,,9690,UNITED WISCONSIN GRAIN PRODUCERS LLC,UNITED WISCONSIN GRAIN PRODUCERS LLC,PS31,2004-01-26T00:00:00.0000000,2004-08-19T00:00:00.0000000,40,57600,3000,301,15,6,6,0.8,Sandstone,Public/non-transient,EXISTING source
Geocortex.Gis.Geometries.Polygon,3839,5719,BB790,,8084,HICKORY HILLS FARM,HICKORY HILLS FARM,IR10,1976-03-16T00:00:00.0000000,1976-06-30T00:00:00.0000000,850,1224000,1224000,,,,,,,Agricultural irrigation,EXISTING source
Geocortex.Gis.Geometries.Polygon,8408,69535,WM039,,10311,,"BECKER, WILLIAM",IN61,2008-04-08T00:00:00.0000000,2008-05-07T00:00:00.0000000,300,432000,432000,300,8,8,8,55.6,,"Mining, quarrying",APPROVED well with well report
Geocortex.Gis.Geometries.Polygon,8409,69536,HD704,,10311,,"BECKER, WILLIAM",DS11,2008-04-08T00:00:00.0000000,1994-11-14T00:00:00.0000000,25,36000,1000,97,8,6,6,0,,Privt/single residence,LOCAP Residential or Fire Well
Geocortex.Gis.Geometries.Polygon,3208,3734,DF001,,8843,WI DNR - KETTLE MORAINE ST FOREST NORTH,WI DNR - KETTLE MORAINE ST FOREST NORTH,PS41,2002-06-03T00:00:00.0000000,1990-05-24T00:00:00.0000000,10,14400,100,170,10,6,6,0.8,Limestone/Dolomite,Public/transient,EXISTING source
Geocortex.Gis.Geometries.Polygon,19761,73681,WQ177,,8726,DAIRYLAND POWER COOPERATIVE,DAIRYLAND POWER COOPERATIVE,EG99,2014-02-07T00:00:00.0000000,2014-04-03T00:00:00.0000000,300,432000,362000,136,16,12,12,10.5,Sand/Gravel,Power gen - other,APPROVED well with well report
