TaxYear,Name,SchoolDist,TotalAssessedValu,AssessedLandValu,AssessedImprovementValu,EstimatedFairMarketValu,NetPropTax,GrossPropTax,PropClass,AuxPropClass,AssessedAcres,DeedAcres,GISAcres,Longitude,Latitude,PropClassDesc
2020,VILLAGE OF OGDENSBURG,MANAWA SD,82700,10000,72700,85500,1551.3,1618.29,1,none,0,0,1.354722581,-89.0284633,44.45024925,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,10300,10300,0,11000,216.36,216.36,1,none,0,0,0.347893338,-88.85833906,44.25642719,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,1300,1300,0,1300,36.77,36.77,1,none,0,0,0.131859401,-89.13019741,44.50305092,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,6200,6200,0,6600,130.23,130.23,1,none,0,0,0.165179341,-88.87403209,44.26165772,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,87100,6500,80600,89600,2387.27,2463.27,1,none,0,0,0.355993539,-89.12670986,44.50441562,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,4500,4500,0,4800,94.52,94.52,1,none,0,0,0.165048472,-88.86092784,44.2628666,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,82800,78000,4800,88400,1669.18,1739.27,1,none,0,0,0.29077611,-88.86310602,44.25705822,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,299000,91100,207900,319100,6210.6,6280.69,1,none,0,0,0.189394714,-88.86551002,44.26094749,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,76300,14600,61700,81400,1422.12,1498.12,1,none,0,0,0.348968274,-89.14905661,44.46043626,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,74300,10000,64300,80000,1509.36,1585.65,1,none,5.33,5.33,5.516381841,-88.70903129,44.66974437,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,62500,6000,56500,67300,1257.54,1333.83,1,none,0,0,0.314653668,-88.70312415,44.66593962,Residential
2020,VILLAGE OF OGDENSBURG,MANAWA SD,19500,19500,0,0,381.57,381.57,"4,5,5M",none,30,30,31.11255346,-89.0290317,44.45853145,"['Agricultural', 'Undeveloped', 'Agricultural Forest']"
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,36700,2000,34700,39500,706.94,783.23,1,none,0,0,0.150566275,-88.706791,44.66612987,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,317300,136300,181000,338600,6595,6665.09,1,none,0,0,0.216762138,-88.86148268,44.25860892,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,143100,23400,119700,147200,3971,4047,1,none,0,0,0.404566171,-89.12991458,44.51295367,Residential
2020,VILLAGE OF OGDENSBURG,MANAWA SD,97900,25800,72100,0,1848.75,1915.74,"1,5",none,11.8,11.8,13.08622046,-89.03511885,44.44910395,"['Residential', 'Undeveloped']"
2020,VILLAGE OF OGDENSBURG,MANAWA SD,0,0,0,0,0,0,none,none,0,7.08,7.78125233,-89.02722292,44.45559471,none
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,6.6,6.500472045,-89.14810084,44.46638787,none
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,135500,9900,125600,144600,2776.18,2846.27,1,none,0,0,0.304104901,-88.87398835,44.26294351,Residential
2020,VILLAGE OF OGDENSBURG,MANAWA SD,182400,16000,166400,188500,3502.25,3569.24,1,none,8.22,8.22,8.06903841,-89.02957316,44.44934478,Residential
2020,VILLAGE OF BIG FALLS,MARION SD,1700,1700,0,1600,26.41,26.41,1,none,0,0,0.177581314,-89.01583423,44.61426959,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,0,1.506124309,-89.14652592,44.46073982,none
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,76800,4500,72300,82700,1562.72,1639.01,1,none,0.4,0.4,0.423910113,-88.69967658,44.66330271,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,87000,20500,66500,92900,1757.41,1827.5,1,none,0,0,6.792027988,-88.86192643,44.26411453,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,0.26,0.258217496,-89.13255828,44.50868893,none
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,7800,7800,0,8000,220.59,220.59,1,none,0,0,0.230822966,-89.13624134,44.50635417,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,75400,6300,69100,80500,1404.46,1480.46,1,none,0,0,0.288813471,-89.14858656,44.46382824,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,4400,4400,0,0,93.91,93.91,"5,6",none,2.82,2.82,2.792863788,-88.71442577,44.66266009,"['Undeveloped', 'Productive Forest']"
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,158600,7000,151600,170700,3308.42,3384.71,1,none,1.74,1.74,1.695224145,-88.68917177,44.67256185,Residential
2020,VILLAGE OF BIG FALLS,MARION SD,52000,1500,50500,48400,760.9,808.03,1,none,0.14,0.14,0.150195097,-89.01654151,44.61521935,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,104700,7800,96900,107700,2885.03,2961.03,1,none,0,0,0.244174129,-89.13268359,44.50585622,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,72200,6500,65700,74300,1965.88,2041.88,1,none,0,0,0.281602326,-89.12758082,44.50636187,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,265900,48500,217400,273500,7443.93,7519.93,2,none,5.45,5.45,5.341729606,-89.12144481,44.50128235,Commercial
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,X4,0,0,0.273214197,-88.86352523,44.25884814,none
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,13100,5000,8100,14100,203.27,279.56,1,none,0,1.4,1.190454779,-88.70849557,44.66851167,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,94900,5500,89400,102200,1949,2025.29,1,none,0,0,0.660662753,-88.69753495,44.66832776,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,6500,6500,0,6900,136.52,136.52,1,none,0,0,0.330353152,-88.8700115,44.26079415,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,65000,8200,56800,69400,1295.27,1365.36,1,none,0,0,0.201856451,-88.87962445,44.2629938,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,113200,6300,106900,120800,2146.64,2222.64,1,none,0,0,0.287742975,-89.14805992,44.46314353,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,9700,5500,4200,10400,114.46,190.46,1,none,0,0,0.279807686,-89.14513856,44.45868081,Residential
2020,VILLAGE OF BIG FALLS,MARION SD,12000,12000,0,0,186.47,186.47,"4,5M",none,17,17,16.255619,-89.01263945,44.61371912,"['Agricultural', 'Agricultural Forest']"
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,39900,4900,35000,41000,1052.41,1128.41,2,none,0,0,0.048927385,-89.1305428,44.5074873,Commercial
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,86100,6300,79800,91900,1614.53,1690.53,1,none,0,0,0.304106135,-89.14868878,44.4631887,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,226200,25000,201200,241400,4681.38,4751.47,1,none,0.44,0.44,0.440470261,-88.87891841,44.2614737,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,161300,16700,144600,172100,3318.12,3388.21,1,none,0.48,0.48,0.467277689,-88.8613262,44.24905123,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,98100,6000,92100,105600,2017.28,2093.57,1,none,0,0,0.34853393,-88.69887236,44.66727116,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,59600,8600,51000,61300,1609.55,1685.55,2,none,0.15,0.15,0.151891704,-89.13003102,44.50833729,Commercial
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,46800,9200,37600,49900,912.97,983.06,1,none,0,0,0.356429078,-88.86227164,44.25167511,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,164200,11700,152500,168900,4567.75,4643.75,1,none,0.5,0.5,0.382930979,-89.13687319,44.51162435,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,20800,20800,0,21400,588.24,588.24,1,none,0,0,0.323671666,-89.12961492,44.51138256,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,14600,3000,11600,15700,235.3,311.59,1,none,0,0,0.341011932,-88.70835705,44.66638308,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,X4,0,0,0.651655994,-88.86913265,44.25799553,none
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,168400,129600,38800,179700,3467.26,3537.35,1,none,0,0,0.200279169,-88.86274595,44.26068393,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,262400,139200,123200,280100,5441.78,5511.87,1,none,0,0,0.240292057,-88.86867007,44.2624043,Residential
2020,VILLAGE OF BIG FALLS,MARION SD,27900,2200,25700,26000,386.4,433.53,1,none,0,0,0.2866274,-89.01756858,44.61612718,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,139200,16400,122800,148600,2853.89,2923.98,1,none,0,0,0.440651976,-88.87742617,44.26215055,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,87200,6500,80700,89700,2390.11,2466.11,1,none,0,0,0.205745058,-89.13464772,44.50389709,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,0,0.241145116,-89.14893963,44.46426081,none
2020,VILLAGE OF OGDENSBURG,MANAWA SD,37200,6000,31200,38400,660.94,727.93,1,none,0,0,0.542097929,-89.03389741,44.45248319,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,4900,4900,0,5200,96.2,96.2,2,none,0,0,0.197711006,-89.14702264,44.45985039,Commercial
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,81900,6000,75900,88200,1671.55,1747.84,1,none,0,0,0.645508372,-88.7069836,44.66917927,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,159500,6600,152900,170200,3055.72,3131.72,1,none,0,0.3,0.313705392,-89.15043512,44.46354821,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,90500,4400,86100,96600,1700.95,1776.95,1,none,0,0,0.199842373,-89.14827476,44.46077389,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,122600,6500,116100,126100,3391.25,3467.25,1,none,0,0,1.003501822,-89.11775929,44.50270037,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,362400,249700,112700,386800,7542.36,7612.45,1,none,0,0,1.689171318,-88.88222606,44.26500771,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,0,26.21497391,-89.12508583,44.50223228,none
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,218000,91200,126800,232700,4509.13,4579.22,1,none,0,0,0.133958744,-88.86310886,44.25808324,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,66500,5400,61100,68400,1804.67,1880.67,1,none,0.21,0.21,0.203966218,-89.12777177,44.50537019,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,99900,9400,90500,106600,1885.5,1961.5,1,none,0,0,0.45314825,-89.14890842,44.46347304,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,90100,20500,69600,96200,1822.52,1892.61,1,none,0,0,6.792027988,-88.86192643,44.26411453,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,64100,4000,60100,69000,1291.68,1367.97,1,none,0,0,1.068409581,-88.69944216,44.66809331,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,70700,5200,65500,72700,1923.46,1999.46,1,none,0,0,0.20057866,-89.13410124,44.51038163,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,78900,8200,70700,84200,1587.25,1657.34,1,none,0,0,0.447299594,-88.86155392,44.25422748,Residential
2020,VILLAGE OF BIG FALLS,MARION SD,13100,13100,0,12200,203.56,203.56,1,none,0,0,0.598692773,-89.02166052,44.6200687,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,142900,22200,120700,0,2973.37,3049.66,"1,4,5M",none,27.36,27.36,27.91161749,-88.71519374,44.6657805,"['Residential', 'Agricultural', 'Agricultural Forest']"
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,113600,9100,104500,116900,3136.73,3212.73,1,none,0,0,0.471781971,-89.1321969,44.51654726,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,68000,7500,60500,70000,1847.1,1923.1,1,none,0.57,0.57,0.581785155,-89.12083755,44.50201505,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,113400,12200,101200,121000,2311.95,2382.04,1,none,0.36,0.36,0.359358659,-88.86032231,44.25779241,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,65400,8500,56900,67300,1773.58,1849.58,1,none,0,0,0.239497961,-89.13199744,44.50576586,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,349900,156000,193900,373400,7279.78,7349.87,1,none,0,0,0.406362437,-88.86111288,44.25660051,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,61400,6500,54900,63200,1660.45,1736.45,1,none,0,0,0.335674974,-89.13128564,44.50574491,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,66500,8200,58300,71000,1326.78,1396.87,1,none,0,0,0.205547975,-88.87229508,44.26283468,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,4000,4000,0,4300,85.36,85.36,1,none,0.5,0.5,0.907178371,-88.69384975,44.66719704,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,111300,7800,103500,114500,3071.67,3147.67,1,none,0,0,0.349074963,-89.12629536,44.50475564,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,68900,5200,63700,70900,1872.56,1948.56,1,none,0,0,0.204226959,-89.12252695,44.50598202,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,121300,7800,113500,124800,3354.49,3430.49,1,none,0,0,0.695337093,-89.13472759,44.50468221,Residential
2020,VILLAGE OF OGDENSBURG,MANAWA SD,53700,5000,48700,55500,983.82,1050.81,1,none,0,0,0.33041009,-89.03494806,44.45072259,Residential
2020,VILLAGE OF OGDENSBURG,MANAWA SD,57300,5000,52300,59200,1054.27,1121.26,1,none,0,0,1.604034963,-89.03801266,44.45274895,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,34300,19500,14800,36600,650.4,720.49,1,none,0.98,0.98,0.997909038,-88.88199745,44.2604817,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,52100,6800,45300,53600,1397.44,1473.44,1,none,0.2,0.2,0.198745476,-89.12251764,44.5052464,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,27600,3900,23700,28400,704.56,780.56,1,none,0,0,0.084060665,-89.12744009,44.50792821,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,140100,10400,129700,144100,3886.17,3962.17,1,none,0,0,0.820243838,-89.13213415,44.51576179,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,0,0.822704323,-89.12310455,44.50783557,none
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,79500,7800,71700,81800,2172.33,2248.33,1,none,0,0,0.41523664,-89.12678234,44.50692245,Residential
2020,VILLAGE OF OGDENSBURG,MANAWA SD,35200,28300,6900,0,621.81,688.8,"1,5",none,15.5,15.5,14.08385115,-89.02954252,44.45641585,"['Residential', 'Undeveloped']"
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,100200,33000,67200,106900,1891.39,1967.39,1,none,1.14,1.14,1.564006095,-89.14549408,44.45552589,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,243100,105000,138100,259500,5036.38,5106.47,1,none,0,0,0.356172842,-88.8628548,44.25030402,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,111900,20500,91400,119400,2280.44,2350.53,1,none,0,0,6.792027988,-88.86192643,44.26411453,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,135200,10300,124900,144300,2769.86,2839.95,1,none,0.47,0.47,0.446442733,-88.85751317,44.25554604,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,5500,5500,0,0,117.38,117.38,4,none,30,30,26.37510044,-88.7109519,44.67262459,Agriculture
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,X4,0,0,4.939152412,-88.87901738,44.26066907,none
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,61800,13500,48300,65900,1137.41,1213.41,1,none,0,0,0.445476786,-89.15036289,44.46188484,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,96200,5000,91200,103600,1976.74,2053.03,1,none,0,0,0.941909421,-88.70038452,44.66450836,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,72800,40800,32000,77700,1459.11,1529.2,1,none,0,0,0.072036639,-88.86323526,44.25834054,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,54000,6500,47500,55600,1451.18,1527.18,1,none,0,0,0.419240369,-89.12651041,44.50845508,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,143000,9400,133600,152600,2933.71,3003.8,1,none,0,0,0.409534841,-88.85915963,44.25509441,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,69500,6500,63000,71500,1889.53,1965.53,1,none,0,0,0.221960607,-89.13494361,44.5110871,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,X4,0,0,0.805923755,-88.86765918,44.26107131,none
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,52500,52500,0,56000,1102.79,1102.79,1,none,2.7,2.7,2.711965053,-88.88693678,44.26328327,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,209200,12700,196500,215200,5840.39,5916.39,"1,2",none,3.6,0,3.60026619,-89.11854162,44.50693623,"['Residential', 'Commercial']"
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,107400,86400,21000,114600,2185.91,2256,1,none,0,0,0.183220916,-88.86685288,44.26167569,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,27400,5000,22400,29500,508.45,584.74,1,none,0,0,0.325791795,-88.70973193,44.66574771,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,116900,11000,105900,124800,2385.47,2455.56,1,none,0.56,0.56,0.558487566,-88.86090138,44.26157171,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,0,0.157371539,-89.13399363,44.50772034,none
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,X4,0,0,0.478895389,-88.86705887,44.26105839,none
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,115800,16400,99400,123600,2362.36,2432.45,1,none,0,0,0.576513412,-88.86942617,44.26158069,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,92800,7500,85300,99000,1746.1,1822.1,1,none,0,0,0.288457309,-89.14841101,44.4636,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,1800,1800,0,1900,35.34,35.34,1,none,0.07,0,0.088817298,-89.14519848,44.46486461,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,87700,16900,70800,93600,1772.1,1842.19,1,none,0,0,1.088176262,-88.86010274,44.26024424,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,91400,6500,84900,94000,2508.89,2584.89,1,none,0,0,0.718732805,-89.12478549,44.50769277,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,113900,8000,105900,122600,2354.48,2430.77,1,none,0,0,1.512794053,-88.70096377,44.66509999,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,67000,29100,37900,0,1353.56,1429.85,"4,5,7",none,66,66,69.09432145,-88.71511776,44.65948546,"['Agricultural', 'Undeveloped', 'Other']"
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,161400,14400,147000,172300,3320.23,3390.32,1,none,0,0,0.521634654,-88.88152682,44.26247467,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,15400,6400,9000,0,252.36,328.65,"1,4",none,4.26,4.26,6.519665175,-88.70969229,44.6644311,"['Residential', 'Agricultural']"
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,84300,6500,77800,86700,2308.08,2384.08,1,none,0,0,0.220043005,-89.13402933,44.50390941,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,45000,5000,40000,48400,884.06,960.35,2,none,0,0,0.156210343,-88.70802073,44.66404918,Commercial
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,3000,3000,0,3200,64.03,64.03,1,none,0,0,0.13150087,-88.70889422,44.66639141,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,9000,9000,0,9700,192.07,192.07,1,none,0,0,3.947572454,-88.69782914,44.66902559,Residential
2020,VILLAGE OF BIG FALLS,MARION SD,44100,5600,38500,41100,638.14,685.27,1,none,0,0,0.173289817,-89.01711223,44.61971309,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,246300,72000,174300,262900,5103.61,5173.7,1,none,0,0,0.192399704,-88.86339818,44.25209732,Residential
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,8000,8000,0,8600,170.73,170.73,1,none,1.35,1.35,1.257442098,-88.72234812,44.66040962,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,1300,1300,0,1300,36.77,36.77,1,none,0,0,0.17383952,-89.12378509,44.50663932,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,49800,8900,40900,53100,901.8,977.8,3,none,1.51,1.51,1.505479251,-89.15025558,44.46655791,Manufacturing
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,12200,3700,8500,12600,269.01,345.01,2,none,0,0,0.146676686,-89.13534884,44.50777965,Commercial
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,9900,9900,0,10600,207.96,207.96,1,none,0,0,2.553661627,-88.86826486,44.25919621,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,201700,15000,186700,215300,4166.75,4236.84,2,none,0,0,0.673882826,-88.87620728,44.26312641,Commercial
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,0,0,0,0,0,0,none,X4,0,0,0.289172427,-89.14876211,44.46405647,none
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,91200,13700,77500,97300,1845.63,1915.72,2,none,0.71,0.71,0.706134816,-88.86144622,44.26043976,Commercial
2020,VILLAGE OF EMBARRASS,CLINTONVILLE SD,58200,4000,54200,62600,1165.77,1242.06,1,none,0,0,0.313557711,-88.71008304,44.66570741,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,85300,7800,77500,87700,2336.37,2412.37,1,none,0,0,0.327757471,-89.12779494,44.5038293,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,89500,8900,80600,95500,1809.93,1880.02,1,none,0,0.29,0.183085585,-88.860893,44.26092596,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,2800,2800,0,3000,54.97,54.97,1,none,0,0,0.277910812,-89.14821457,44.45724769,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,7100,7100,0,7600,149.15,149.15,1,none,0,0.4,0.413863897,-88.86212805,44.25132406,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,130200,20800,109400,133900,3606.2,3682.2,1,none,0,0,0.448550912,-89.13788606,44.51237071,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,79800,10200,69600,85200,1606.15,1676.24,1,none,0.8,0.8,0.796721808,-88.88137856,44.25975095,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,66400,9100,57300,68300,1801.86,1877.86,1,none,0,0,0.867298182,-89.13732637,44.50364637,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,104900,12300,92600,112000,2133.4,2203.49,1,none,0,0,0.660717811,-88.87330922,44.26148846,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,106100,10400,95700,109100,2924.61,3000.61,1,none,0,0,0.347541803,-89.12234565,44.51080662,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,404900,110400,294500,432100,8435.09,8505.18,1,none,0.27,0.27,0.260949453,-88.86109375,44.25774082,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,422900,59500,363400,435000,11884.05,11960.05,2,none,37.02,37.02,37.42934747,-89.11262483,44.50170631,Commercial
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,84600,5200,79400,87000,2316.57,2392.57,1,none,0,0.2,0.197384283,-89.1240401,44.5069757,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,4000,4000,0,4100,113.13,113.13,1,none,0,0,0.486591644,-89.13237358,44.51724263,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,2600,2600,0,2700,73.54,73.54,1,none,0,0,0.10197661,-89.13412618,44.50517895,Residential
2020,VILLAGE OF OGDENSBURG,MANAWA SD,8500,3500,5000,8800,99.34,166.33,1,none,0,0.25,0.243612293,-89.02932428,44.45155951,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,74500,9000,65500,76600,2030.94,2106.94,1,none,0,0,0.997418629,-89.11182207,44.50368203,Residential
2020,VILLAGE OF IOLA,IOLA-SCANDINAVIA SD,122800,17000,105800,126300,3396.91,3472.91,1,none,0,0,0.605525129,-89.12327253,44.51485423,Residential
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,X4,0,0,2.241131771,-88.86408712,44.25825993,none
2020,VILLAGE OF FREMONT,WEYAUWEGA-FREMONT SD,0,0,0,0,0,0,none,X4,0,0.5,0.505375269,-88.86868544,44.26126735,none
2020,VILLAGE OF BIG FALLS,MARION SD,29900,29300,600,27900,417.48,464.61,1,none,1.4,1.4,1.577643196,-89.02136256,44.62146488,Residential
2020,VILLAGE OF SCANDINAVIA,IOLA-SCANDINAVIA SD,112700,13100,99600,120300,2136.82,2212.82,2,none,0,0.45,0.445575217,-89.14622511,44.45813755,Commercial
