FID,SITE_SEQ_N,SOURCE_SIT,HICAP_WELL,WI_UNIQUE_,PROPERTY_S,SOURCE_TYP,WATER_USE_,WATER_USE1,GLC_WATER_,SOURCE_STA,APPROVAL_D,COMPLETION,MAX_HYDR_C,MAX_DAILY_,ACTIVE_SOU,OPEN_INT_T,OPEN_INT_B,WELL_DEPTH,SCREENED,ELEV_M
2803,9165,8901,70117, ,6678,Groundwater,DS11,Privt/single residence,Commercial,FILLED & SEALED well,2008/12/18 00:00:00+00,,21600,300,N,0,0,0, ,336.5296726
2804,9136,1976,1852,LT633,6565,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/04/03 00:00:00+00,1996/06/24 00:00:00+00,1440000,1440000,Y,311,302,23,Y,325.4837235
2805,9015,5858,36484,BD981,10740,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1964/04/03 00:00:00+00,1964/06/20 00:00:00+00,1440000,1080000,Y,0,0,0, ,329.6320471
2806,9357,5816,36431,BD929,7513,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1964/05/27 00:00:00+00,1963/04/17 00:00:00+00,1728000,1728000,Y,0,0,0, ,345.8382765
2807,23400,19492,71783,YG765,10562,Groundwater,DS12,Privt/multi residences,Commercial,LOCAP Residential or Fire Well,2011/10/26 00:00:00+00,2012/04/14 00:00:00+00,72000,2500,N,249,247,30,Y,277.028151
2808,25267,21274,74260, ,7231,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2011/04/13 00:00:00+00,1973/08/04 00:00:00+00,14400,1000,N,0,0,0, ,320.7105451
2809,19527,15817,0, ,11976,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,51852613,0,Y,0,0,0, ,326.1237961
2810,9178,8529,69669,WL704,6774,Groundwater,LV20,Non-dairy farming,Livestock,APPROVED well with well report,2008/06/24 00:00:00+00,2008/07/21 00:00:00+00,43200,5000,Y,305,304,30,Y,334.5088471
2811,25281,21288,70708, ,7879,Groundwater,IR10,Agricultural irrigation,Irrigation,NOT APPROVED existing source,2009/01/01 00:00:00+00,,1224000,1224000,Y,0,0,0, ,281.9427347
2812,19552,15834,0, ,7679,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,1296000,0,Y,0,0,0, ,319.741302
2813,25305,21311,91552,XT673,6489,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/02/04 00:00:00+00,2016/04/15 00:00:00+00,1440000,1440000,Y,307,295,64,Y,359.203749
2814,23287,19385,73290,XK642,13371,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/03/28 00:00:00+00,2014/04/21 00:00:00+00,1440000,1440000,Y,246,192,78,N,269.9900131
2815,25314,21320,91561,XS727,14078,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/08/01 00:00:00+00,2016/10/27 00:00:00+00,1440000,1440000,Y,245,182,99,N,281.3328371
2816,23307,19404,73314, ,13376,Groundwater,LV20,Non-dairy farming,Livestock,EXISTING source,2013/09/05 00:00:00+00,,14400,1440,Y,0,0,0, ,278.8285992
2817,25318,21324,91563, ,14034,Groundwater,IR10,Agricultural irrigation,Irrigation,PENDING approval in process,,,1764000,1760000,N,0,0,0, ,303.5347749
2818,23313,19410,73325,QZ905,13380,Groundwater,DS11,Privt/single residence,Commercial,FILLED & SEALED well,2014/04/01 00:00:00+00,2002/07/30 00:00:00+00,14400,14400,N,294,293,19,Y,312.2218726
2819,25319,21325,91564, ,14034,Groundwater,IR10,Agricultural irrigation,Irrigation,PENDING approval in process,,,1454400,1450000,N,0,0,0, ,306.3849637
2820,25339,21345,91582, ,14086,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,,,1440000,1440000,N,0,0,0, ,359.3104216
2821,25347,21353,91589,XS732,14090,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/09/30 00:00:00+00,2016/12/22 00:00:00+00,1440000,1440000,Y,291,280,35,Y,314.861451
2822,25418,21424,74433,YK994,11051,Groundwater,PS11,Public utility,Public,APPROVED well with well report,2015/07/27 00:00:00+00,2015/07/27 00:00:00+00,0,0,Y,309,304,38,Y,342.0709529
2823,25425,21431,91648,GO905,14123,Groundwater,PS43,"Restaurants, taverns",Commercial,EXISTING source,2016/04/27 00:00:00+00,,72000,72000,Y,250,248,25,Y,273.487288
2824,25426,21432,91649,UA573,14123,Groundwater,PS43,"Restaurants, taverns",Commercial,EXISTING source,2016/04/27 00:00:00+00,,28800,28800,Y,263,262,9,Y,271.647512
2825,25428,21434,91651,XS894,14123,Groundwater,PS42,Lodging,Commercial,APPROVED well with well report,2016/04/27 00:00:00+00,2016/06/07 00:00:00+00,86400,86400,Y,257,255,18,Y,273.0349622
2826,25435,21441,91653, ,9631,Groundwater,PS41,Public/transient,Commercial,PENDING approval in process,,,57600,4000,N,0,0,0, ,269.9162502
2827,25473,21479,91690, ,10635,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2016/07/26 00:00:00+00,,576000,576000,N,0,0,0, ,349.3251706
2828,25491,21497,91708,YT156,14139,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/09/30 00:00:00+00,2017/03/30 00:00:00+00,720000,720000,Y,258,218,79,N,297.3125873
2829,25511,21517,91728,XW249,13725,Groundwater,PS42,Lodging,Commercial,APPROVED well with well report,2016/07/07 00:00:00+00,2016/06/16 00:00:00+00,93600,93600,Y,286,285,36,Y,320.271651
2830,25520,21526,91737, ,9592,Groundwater,IR23,Cranberry irrigation,Irrigation,APPROVED new source,2016/08/10 00:00:00+00,,1440000,1440000,N,0,0,0, ,311.813451
2831,25521,21527,91738,OI393,9592,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,,,21600,21600,N,301,300,12,Y,312.6577529
2832,25522,21528,91739,MT483,9592,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,,,36000,36000,N,261,258,55,N,313.0539706
2833,25537,21543,91742,XS717,13376,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/07/08 00:00:00+00,2016/07/18 00:00:00+00,864000,864000,Y,240,203,76,N,279.3875977
2834,25579,21585,91779,XS714,9385,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/07/08 00:00:00+00,2016/07/08 00:00:00+00,1440000,1440000,Y,308,296,29,Y,324.8680216
2835,9344,919,264,BB544,7486,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1979/03/23 00:00:00+00,1979/04/16 00:00:00+00,720000,576000,Y,0,0,0, ,293.1669984
2836,25602,21608,91799, ,6565,Groundwater,IN31,Food manufacturing,Industrial,APPROVED new source,2017/01/25 00:00:00+00,,432000,432000,N,0,0,0, ,326.5505235
2837,25603,21609,91800,YA473,13725,Groundwater,PS31,Public/non-transient,Commercial,APPROVED well with well report,2017/01/24 00:00:00+00,2017/02/23 00:00:00+00,99360,11656,Y,275,273,30,Y,303.4101127
2838,25042,21047,91382, ,14003,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2016/07/22 00:00:00+00,,720000,720000,N,0,0,0, ,263.2225378
2839,25628,21634,91821,YD751,14182,Groundwater,IR23,Cranberry irrigation,Irrigation,APPROVED well with well report,2016/10/20 00:00:00+00,2017/11/16 00:00:00+00,1728000,1728000,Y,281,266,35,Y,300.6739263
2840,25640,21646,91831, ,7159,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2016/11/08 00:00:00+00,,1440000,1440000,N,0,0,0, ,299.0420259
2841,25646,21652,91837, ,14188,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2016/10/24 00:00:00+00,,1440000,1440000,N,0,0,0, ,373.2214981
2842,25647,21653,91838,XS747,14189,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/10/24 00:00:00+00,2017/05/06 00:00:00+00,1440000,1440000,Y,317,307,47,Y,354.6774765
2843,25654,21660,91845, ,12372,Groundwater,LV20,Non-dairy farming,Livestock,EXISTING source,,,10080,10080,Y,0,0,0, ,327.4527196
2844,25661,21667,91852,GR074,7857,Groundwater,DS11,Privt/single residence,Commercial,EXISTING source,,1989/11/22 00:00:00+00,14400,14400,Y,0,0,0, ,277.3859896
2845,25662,21668,91853,CO528,7857,Groundwater,DS11,Privt/single residence,Commercial,EXISTING source,,1989/11/23 00:00:00+00,28800,28800,Y,260,259,18,Y,277.4070116
2846,25663,21669,91854,XY926,7857,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/10/26 00:00:00+00,2017/06/29 00:00:00+00,1440000,1440000,Y,264,249,28,Y,276.4459726
2847,25680,21686,91871, ,14198,Groundwater,IR10,Agricultural irrigation,Irrigation,EXPIRED well approval,2016/11/01 00:00:00+00,,864000,864000,N,0,0,0, ,266.0669861
2848,25685,21691,91876, ,14200,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,,,14400,14400,N,0,0,0, ,344.1344549
2849,25706,21712,91884, ,14217,Groundwater,DS11,Privt/single residence,Commercial,EXISTING source,,,21600,21600,Y,0,0,0, ,342.8816941
2850,25707,21713,91885, ,14217,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2016/11/03 00:00:00+00,,1080000,1080000,N,0,0,0, ,342.8816941
2851,25717,21723,91895,YR386,6913,Groundwater,IN99,Industrial - other,Industrial,APPROVED well with well report,2016/11/11 00:00:00+00,2016/12/10 00:00:00+00,57600,20000,Y,332,330,28,Y,357.2621745
2852,25718,21724,91896,JC730,14220,Groundwater,PS42,Lodging,Commercial,EXISTING source,,,56160,56160,Y,272,269,47,Y,315.7179196
2853,25719,21725,91897,JC752,14220,Groundwater,PS41,Public/transient,Commercial,EXISTING source,,1966/06/04 00:00:00+00,57600,57600,Y,0,0,0, ,277.4838255
2854,25722,21728,91900,BP341,14220,Groundwater,PS41,Public/transient,Commercial,EXISTING source,,1976/05/03 00:00:00+00,28800,28800,Y,257,256,26,Y,281.9619522
2855,25723,21729,91901,JC751,14220,Groundwater,PS41,Public/transient,Commercial,EXISTING source,,1976/04/29 00:00:00+00,28800,28800,Y,258,257,23,Y,280.6406375
2856,25724,21730,91902,BP339,14220,Groundwater,PS41,Public/transient,Commercial,EXISTING source,,,28800,28800,Y,0,252,21,N,272.9916904
2857,25726,21732,91904,YU685,14220,Groundwater,CO99,Commercial - other,Commercial,APPROVED well with well report,2016/12/15 00:00:00+00,2017/10/13 00:00:00+00,72000,72000,Y,254,251,33,Y,284.5679884
2858,25728,21734,91906, ,6388,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2016/11/21 00:00:00+00,,1440000,1440000,N,0,0,0, ,329.1992549
2859,25729,21735,91907, ,6389,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2017/04/04 00:00:00+00,,1440000,1440000,N,0,0,0, ,324.5541059
2860,25733,21739,91910, ,14223,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,,,28800,28800,Y,0,0,0, ,277.3540039
2861,25734,21740,91911, ,14223,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,,,28800,28800,Y,0,0,0, ,277.2359924
2862,25736,21742,91913, ,14223,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,,,21600,21600,Y,0,0,0, ,280.6640015
2863,25738,21744,91915, ,14223,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,,,21600,21600,Y,0,0,0, ,281.3070068
2864,25739,21745,91916,NU891,14223,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,,,21600,21600,Y,241,240,37,Y,277.3779907
2865,25745,21751,91921,YS238,10331,Groundwater,LV10,Dairy farming,Livestock,APPROVED well with well report,2016/11/22 00:00:00+00,2016/11/30 00:00:00+00,57600,57600,Y,253,228,44,N,271.7630005
2866,25760,21766,91935,UB330,14230,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,,,14400,14400,N,279,279,19,Y,297.8831757
2867,25762,21768,91937,XY913,6503,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/12/14 00:00:00+00,2017/03/29 00:00:00+00,1440000,1440000,Y,325,316,19,Y,334.752702
2868,25772,21778,91946, ,9997,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2016/12/19 00:00:00+00,,1440000,1440000,N,0,0,0, ,374.6906549
2869,25774,21780,91947, ,14233,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,,,14400,14400,N,0,0,0, ,294.747702
2870,25775,21781,91948,XS737,14233,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2016/12/22 00:00:00+00,2017/04/06 00:00:00+00,720000,720000,Y,269,260,34,Y,293.6732745
2871,25777,21783,91950, ,7340,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2017/01/26 00:00:00+00,,1440000,1440000,N,0,0,0, ,261.8241116
2872,25779,21785,91952, ,6511,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2017/01/30 00:00:00+00,,1440000,1440000,N,0,0,0, ,326.7882765
2873,25783,21789,91956,YD384,14235,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/02/06 00:00:00+00,2017/06/08 00:00:00+00,1440000,1440000,Y,324,315,35,Y,349.7702039
2874,25797,21803,91970, ,14239,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,,,21600,21600,N,0,0,0, ,331.3541745
2875,25798,21804,91971,XY680,14239,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/04/20 00:00:00+00,2017/09/21 00:00:00+00,1080000,1080000,Y,311,302,28,Y,329.2602
2876,25812,21818,91985, ,13229,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,,,14400,14400,N,0,0,0, ,301.3049927
2877,25814,21820,91987,XY909,14245,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/02/14 00:00:00+00,2017/03/10 00:00:00+00,1008000,1008000,Y,287,232,79,N,310.881012
2878,25817,21823,91990, ,14247,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2017/02/16 00:00:00+00,,1440000,1440000,N,0,0,0, ,293.478812
2879,25818,21824,91991,YD402,14248,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/03/22 00:00:00+00,2017/06/23 00:00:00+00,1440000,1440000,Y,248,182,78,N,259.8523622
2880,25822,21828,91995, ,14250,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2017/02/21 00:00:00+00,,28800,28800,N,0,0,0, ,348.7796039
2881,25824,21830,91997,YT997,14250,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/02/21 00:00:00+00,2017/02/21 00:00:00+00,1440000,1440000,Y,281,269,76,Y,344.8507274
2882,25836,21842,92005, ,14258,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2017/02/22 00:00:00+00,,864000,700000,N,0,0,0, ,308.0918363
2883,25839,21845,92008,YW493,14259,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/02/23 00:00:00+00,2017/09/06 00:00:00+00,1440000,1440000,Y,247,234,37,Y,271.0918622
2884,25862,21868,92031,XS744,14263,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/03/01 00:00:00+00,2017/05/22 00:00:00+00,1440000,1440000,Y,261,249,72,Y,320.8203059
2885,25865,21871,92033, ,14264,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2017/03/08 00:00:00+00,,1440000,1440000,N,0,0,0, ,257.9205359
2886,25870,21876,92038, ,13725,Groundwater,PS41,Public/transient,Commercial,EXISTING source,2017/02/27 00:00:00+00,,21600,700,Y,0,0,0, ,307.3084981
2887,25873,21879,92041, ,6510,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2017/02/16 00:00:00+00,,1440000,1440000,N,0,0,0, ,319.8205529
2888,25892,21898,92059,YT172,9954,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/03/30 00:00:00+00,2017/04/21 00:00:00+00,1440000,1440000,Y,279,261,62,Y,322.4600941
2889,25903,21909,92069,YD385,10815,Groundwater,IN31,Food manufacturing,Industrial,APPROVED well with well report,2017/05/04 00:00:00+00,2017/05/04 00:00:00+00,1728000,1728000,Y,297,288,30,Y,317.5467196
2890,25910,21916,92075,YD748,14278,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/05/09 00:00:00+00,2017/07/14 00:00:00+00,1440000,1440000,Y,231,197,60,N,257.6907267
2891,25919,21925,92081,YD382,13725,Groundwater,PS31,Public/non-transient,Commercial,APPROVED well with well report,2017/05/19 00:00:00+00,,266400,43475,Y,278,273,29,Y,302.3155749
2892,25938,21944,92098,RA675,14292,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,,,14400,14400,N,328,327,25,Y,351.7940804
2893,25952,21958,92109, ,14298,Groundwater,CO99,Commercial - other,Commercial,APPROVED new source,2017/05/22 00:00:00+00,,576000,576000,N,0,0,0, ,319.2201059
2894,25953,21959,0, ,14300,Groundwater,IN63,Construction dewatering,Industrial,FILLED & SEALED well,,,1440000,1440000,N,0,0,0, ,318.7781235
2895,25970,21976,92126,YD745,14306,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/06/22 00:00:00+00,2017/07/06 00:00:00+00,1440000,1440000,Y,259,247,41,Y,287.5260776
2896,25973,21979,92128,XS742,6961,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/05/04 00:00:00+00,2017/05/10 00:00:00+00,1440000,1440000,Y,305,293,29,Y,322.0547235
2897,25984,21990,92131, ,14248,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2017/06/20 00:00:00+00,,1440000,1440000,N,0,0,0, ,287.8229525
2898,26028,22034,0, ,14329,Groundwater,IN63,Construction dewatering,Industrial,FILLED & SEALED well,,,1152000,1152000,N,0,0,0, ,317.0834549
2899,26042,22048,92174, ,14336,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2017/07/27 00:00:00+00,,1440000,1440000,N,0,0,0, ,326.4773745
2900,26057,22063,92186,XY927,6813,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,,2017/07/27 00:00:00+00,1440000,1440000,Y,312,303,18,Y,320.7593235
2901,26067,22073,92195,YZ976,14344,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/12/20 00:00:00+00,2018/03/16 00:00:00+00,1728000,1728000,Y,285,273,37,Y,309.7865235
2902,26073,22079,92200,YT892,9814,Groundwater,CO99,Commercial - other,Commercial,APPROVED well with well report,2017/06/23 00:00:00+00,2017/06/30 00:00:00+00,720000,720000,Y,192,174,73,N,247.1790009
2903,26081,22087,92207,YV489,7178,Groundwater,PS41,Public/transient,Commercial,APPROVED well with well report,2018/01/30 00:00:00+00,2018/02/15 00:00:00+00,72000,72000,Y,249,247,36,Y,282.9485896
2904,26104,22102,92220,ZS642,7632,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/01/11 00:00:00+00,2018/09/28 00:00:00+00,1296000,1296000,Y,281,272,28,Y,299.7375741
2905,26105,22103,92221,ZA562,14352,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2017/12/06 00:00:00+00,2018/03/26 00:00:00+00,1440000,1440000,Y,238,193,99,N,292.4101888
2906,26106,22104,92222,YV495,14353,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/01/17 00:00:00+00,2018/02/16 00:00:00+00,1440000,1440000,Y,207,108,131,N,238.8205482
2907,26170,22164,92280,YT550,10767,Groundwater,IR32,Park&Rec field irrig,Irrigation,APPROVED well with well report,,2017/08/30 00:00:00+00,115200,38000,Y,300,264,49,N,312.9290294
2908,26204,22198,92315,YD392,6507,Groundwater,IR10,Agricultural irrigation,Irrigation,FILLED & SEALED well,,2017/10/20 00:00:00+00,1440000,0,N,312,306,16,Y,322.2406471
2909,26207,22201,92318,ZR998,9638,Groundwater,PS41,Public/transient,Commercial,APPROVED well with well report,2018/06/01 00:00:00+00,2018/06/19 00:00:00+00,144000,144000,Y,230,217,42,N,259.1849976
2910,26210,22204,92321,ZA565,14388,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/04/20 00:00:00+00,2018/05/09 00:00:00+00,1440000,1440000,Y,281,220,104,N,323.4964216
2911,26231,22225,92341,ZA567,12546,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/04/25 00:00:00+00,2018/05/16 00:00:00+00,1440000,1440000,Y,311,303,15,Y,318.3758039
2912,26232,22226,92342, ,7035,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2018/06/25 00:00:00+00,,1440000,1440000,N,0,0,0, ,316.1233274
2913,26233,22227,92343, ,14393,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2018/04/23 00:00:00+00,,1440000,1440000,N,0,0,0, ,317.4583529
2914,26234,22228,92344,ZA568,14394,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/04/24 00:00:00+00,2018/05/17 00:00:00+00,1440000,1440000,Y,280,271,29,Y,299.60681
2915,26239,22233,92349, ,14398,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2018/04/25 00:00:00+00,,1152000,1152000,N,0,0,0, ,321.3859863
2916,26268,22262,92376,YD757,6507,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,,,1440000,0,Y,314,305,16,Y,321.6005745
2917,26278,22272,92386,ZS647,14407,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/05/17 00:00:00+00,2018/10/31 00:00:00+00,1440000,1440000,Y,310,301,35,Y,336.3681196
2918,26290,22284,92397,ZE308,7587,Groundwater,IR22,Orchards/nursery irrig,Irrigation,APPROVED well with well report,2018/06/08 00:00:00+00,2018/09/28 00:00:00+00,288000,288000,Y,301,294,30,Y,324.9716804
2919,26293,22287,92399,ZS439,14414,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/06/05 00:00:00+00,2018/07/24 00:00:00+00,432000,432000,Y,184,149,101,N,249.8730011
2920,26310,22304,92415,ZS644,14424,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/09/27 00:00:00+00,2018/10/15 00:00:00+00,1440000,1440000,Y,235,222,59,Y,281.7589506
2921,26311,22305,92416,ZS645,14424,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/09/27 00:00:00+00,2018/10/19 00:00:00+00,1440000,1440000,Y,239,226,59,Y,285.7978482
2922,26331,22325,92436,WJ519,9638,Groundwater,PS41,Public/transient,Commercial,EXISTING source,,2017/05/10 00:00:00+00,14400,14400,Y,230,227,32,N,259.2330017
2923,26332,22326,92437,PQ670,9638,Groundwater,PS41,Public/transient,Commercial,EXISTING source,,,7200,7200,Y,0,0,0, ,259.2330017
2924,26366,22360,92472,ZA004,6602,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/06/07 00:00:00+00,2018/06/07 00:00:00+00,1440000,1440000,Y,317,307,34,Y,340.9766941
2925,26368,22362,92474, ,14424,Groundwater,CO99,Commercial - other,Commercial,EXISTING source,,1963/06/14 00:00:00+00,14400,0,Y,0,0,0, ,284.1918626
2926,26401,22395,92507,YZ640,10313,Groundwater,PS42,Lodging,Commercial,EXISTING source,,2018/05/01 00:00:00+00,86400,800,Y,294,292,38,Y,330.4702471
2927,26402,22396,92508,ZA602,6906,Groundwater,LV20,Non-dairy farming,Livestock,APPROVED well with well report,,2018/05/07 00:00:00+00,28800,0,Y,321,320,20,Y,339.8794216
2928,26415,22409,92521, ,9180,Groundwater,PS50,Schools (K-12),Commercial,APPROVED new source,2018/11/12 00:00:00+00,,180000,180000,N,0,0,0, ,274.3282228
2929,26416,22410,92522, ,9180,Groundwater,PS50,Schools (K-12),Commercial,WITHDRAWN - applicant-driven,,,14400,14400,N,0,0,0, ,274.94119
2930,26443,22437,92548,ZS639,10258,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,,2018/08/15 00:00:00+00,1440000,0,Y,317,305,35,Y,339.5655059
2931,26444,22438,92549, ,9134,Groundwater,IN63,Construction dewatering,Industrial,PENDING approval in process,,,1152000,1152000,N,0,0,0, ,285.9432347
2932,26448,22442,92553, ,10526,Groundwater,PS42,Lodging,Commercial,APPROVED new source,2018/11/20 00:00:00+00,,28800,28800,N,0,0,0, ,312.7125961
2933,26457,22451,92562, ,301,Groundwater,PS11,Public utility,Public,PENDING approval in process,,,720000,720000,N,0,0,0, ,232.345993
2934,26459,22453,92564,ZA022,6470,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,,2018/07/24 00:00:00+00,1440000,0,Y,0,0,0, ,314.9924941
2935,26466,22460,92571,ZT490,10331,Groundwater,LV10,Dairy farming,Livestock,APPROVED well with well report,2018/11/30 00:00:00+00,2018/12/12 00:00:00+00,72000,3000,Y,231,211,62,N,273.2879944
2936,26484,22478,92589,ZS641,6976,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,,2018/09/24 00:00:00+00,1728000,0,Y,305,296,29,Y,324.6516255
2937,26514,22508,92619, ,13211,Groundwater,IR10,Agricultural irrigation,Irrigation,WITHDRAWN - applicant-driven,,,1152000,1152000,N,0,0,0, ,260.9270873
2938,26518,22512,92623,ZT925,9135,Groundwater,CO21,Recreation - winter,Commercial,APPROVED well with well report,,2018/11/08 00:00:00+00,576000,0,Y,229,193,91,N,283.9727131
2939,26526,22520,92631, ,14501,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2019/03/21 00:00:00+00,,1440000,1440000,N,0,0,0, ,344.0978804
2940,26530,22524,92635, ,14503,Groundwater,IR22,Orchards/nursery irrig,Irrigation,APPROVED new source,2019/03/26 00:00:00+00,,864000,864000,N,0,0,0, ,256.9461023
2941,26533,22527,92638, ,10168,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2019/04/02 00:00:00+00,,1440000,1440000,N,0,0,0, ,285.2699363
2942,26546,22540,92646, ,14510,Groundwater,IN63,Construction dewatering,Industrial,APPROVED new source,2019/02/25 00:00:00+00,,864000,864000,N,0,0,0, ,242.0721637
2943,26548,22542,92648,TL552,14512,Groundwater,PS23,OTM - multi-unit housing,Commercial,EXISTING source,,,72000,0,Y,228,223,37,N,259.4119873
2944,26552,22546,92652, ,14514,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2019/04/03 00:00:00+00,,1080000,1080000,N,0,0,0, ,283.0119904
2945,26571,22565,92671,UP583,14526,Groundwater,PS42,Lodging,Commercial,EXISTING source,,,43200,0,Y,259,253,51,N,303.92099
2946,26573,22567,92673,BP168,14526,Groundwater,DS11,Privt/single residence,Commercial,EXISTING source,,,28800,0,Y,277,276,32,Y,308.2669983
2947,26574,22568,92674,MX646,14526,Groundwater,DS11,Privt/single residence,Commercial,EXISTING source,,,43200,0,Y,290,271,37,N,308.4989929
2948,26575,22569,92675, ,14526,Groundwater,PS45,"Other transient, non-community",Commercial,PENDING approval in process,,,50400,0,N,0,0,0, ,303.9989929
2949,26581,22575,92681, ,14534,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2019/04/18 00:00:00+00,,1440000,1440000,N,0,0,0, ,256
