OBJECTID,ASSESSMENT_UNIT_SEQ_NO,OFFICIAL_NAME,LOCAL_NAME,WATER_TYPE,START_MILE_NO,END_MILE_NO,WATER_TYPE_SIZE_AMT,MEASUREMENT_UNIT,TROUT_CLASS_CODE,WBIC,ORW_ERW,IMPAIRED_WATER_LISTED_FLAG,FED_WILD_SCENIC_FLAG,CLASSIFICATION,CLASSIFICATION_STATUS,DECISION_DATE,INFO_SOURCES,DOCUMENT_URL,ASSESSMENT_UNIT_COMMENT,SHAPELEN
13615,12215,West Petenwell Ditch,W. Petenwell Ditch,RIVER,0,6.38,6.38,MILES,CLASS II,1376200,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU: entire ditch,10273.6658472276
13616,1497815,Unnamed,Black Brook Springs,RIVER,0,0.17,0.17,MILES,CLASS II,3000266,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,278.818961955213
13617,942473,Unnamed,"Creek 8-13d, Creek 8-16",RIVER,0,0.14,0.14,MILES,CLASS I,534300,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: Entire creek.  Creek 8-16 is an extension of Creek 8-13d.,230.281751719497
13618,1459604,Unnamed,Creek 3-7 T38n R5e,RIVER,0,0.25,0.25,MILES,CLASS I,1535750,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream


Drawn in on O/ERW map.",410.372363705632
13619,1450129,Unnamed,Creek 34-14,RIVER,0,1.56,1.56,MILES,CLASS I,619850,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream

",2511.5514530495
13620,1437396,Unnamed,Creek 13-3b,RIVER,0,0.23,0.23,MILES,CLASS I,3000396,,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,"This AU: entire stream
",371.996346290275
13621,1514288,Unnamed,"Creek 26-4 (T37N, R7E)",RIVER,0,0.23,0.23,MILES,CLASS I,3000208,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,375.496404284636
13622,1489819,Fourmile Creek,Ditch #4,RIVER,0,9.36,9.36,MILES,CLASS I,1389600,,N,,Cold  (Class I Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU:  Mouth to control structure in SE1/4 S33 T22N R8E.,15063.4220008175
13623,12291,Fourmile Creek,Ditch #4,RIVER,9.36,13.15,3.79,MILES,CLASS I,1389600,ERW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data",NA,This AU: Control structure in SE1/4 S33 T22N R8E to the headwaters.,6104.73508003212
13624,1460579,Unnamed,"Creek 1-11 (T40n, R16e)",RIVER,0,0.23,0.23,MILES,CLASS I,707100,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,365.547597858841
13626,11193,Bow Hunter Creek,Bowhunter Creek,RIVER,0,1.4,1.4,MILES,CLASS II,345600,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",2249.82465292797
13628,1487274,Un Spring,Creek 16-10 T30n R12e,RIVER,0,0.21,0.21,MILES,CLASS I,338900,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,336.911893680175
13629,1459527,Unnamed,Creek 25-15c T28n R9e,RIVER,0,0.3,0.3,MILES,CLASS I,1407550,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,478.853421532541
13630,1458312,Unnamed,"Creek 1-13 (T31N, R18W)",RIVER,0,0.19,0.19,MILES,CLASS II,3000380,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream ,305.370362962107
13631,1454277,Unnamed,Creek 35-12,RIVER,0,0.24,0.24,MILES,CLASS I,615600,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream 
WBIC Retired.

",384.529656509468
13632,1460273,Unnamed,Creek 6-5,RIVER,0,0.05,0.05,MILES,CLASS I,666900,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",81.9847447029978
13633,1514265,Unnamed,Creek 9-5 T35N R5E,RIVER,0,0.28,0.28,MILES,CLASS II,3000198,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,450.82069393595
13634,947846,Unnamed,Creek 16-9,RIVER,0,0.66,0.66,MILES,CLASS I,635150,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream,1056.74968837619
13635,1181714,Unnamed,Creek 2-12,RIVER,0,0.21,0.21,MILES,CLASS I,3000394,,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,"This AU: entire stream
",333.955503184788
13637,903842,Assembly Creek,Assemble Creek,RIVER,0,0.19,0.19,MILES,CLASS I,3000091,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,"This AU: entire stream

",307.492272456213
13638,942578,Unnamed,Creek 20-4,RIVER,0,0.2,0.2,MILES,CLASS I,535250,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"WBIC Retired.
Trout ID: 436
This AU: Entire creek",321.867813926971
13639,937740,Unnamed,Creek 30-12,RIVER,0,0.15,0.15,MILES,CLASS I,464300,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",236.533779126593
13640,1466830,Unnamed,Creek 36-15 (T28n R19w),RIVER,0,0.18,0.18,MILES,CLASS II,3000371,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream,287.676636095329
13641,9687,North Branch Embarrass River,Embarrass River-N. Branch,RIVER,0.85,9.28,8.43,MILES,CLASS III,301300,,N,,Class III Trout,Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: Tilleda Dam to mouth Cr. 5-10 S5 (T26N, R14E)",13566.7360858439
13642,1462912,Unnamed,"Creek 21-9 (T40n, R15e)",RIVER,0,0.14,0.14,MILES,CLASS I,680900,ERW,N,,NA,NA,NA,NA,NA,This AU: entire stream,219.499005449667
13643,12440,Unnamed,"Creek 11-2b(T32n, R11e, S11, Nwne)",RIVER,0,0.16,0.16,MILES,CLASS I,1443200,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,261.078757334221
13644,1440969,Unnamed,Creek 7-13,RIVER,0,0.16,0.16,MILES,CLASS I,485500,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,254.995229356941
13645,10490,Spring Brook,Spring Brook Creek,RIVER,1.62,4.38,2.76,MILES,CLASS II,752400,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU:  Hargraves Rd. to headwaters.,4436.74179531199
13646,897158,Spring Brook,Spring Brook,RIVER,0,1.62,1.62,MILES,CLASS III,752400,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU:  Mouth to Hargraves Rd.,2607.13109268306
13647,1451504,Unnamed,Creek 26-8c,RIVER,0,0.15,0.15,MILES,CLASS I,621325,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",241.40108078276
13648,1491028,Unnamed,"Creek 6-8 (T34n, R11e)",RIVER,0,0.2,0.2,MILES,CLASS I,400300,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,315.395436630301
13649,1441069,Unnamed,Creek 14-3c,RIVER,0,0.12,0.12,MILES,CLASS I,490600,ERW,N,,Cold  (Class I Trout),Official,01/01/1980,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",192.601785423008
13650,18394,Unnamed,Creek 27-7 T37n R6e,RIVER,0,0.13,0.13,MILES,CLASS I,1524800,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",216.873968775264
13651,1440944,Unnamed,Creek 1-9a,RIVER,0,0.15,0.15,MILES,CLASS I,474200,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"AU: entire stream
Not in hydro.  Digitized from old trout datalayer.",243.777347391779
13652,1496716,Pedro Creek,Pedro Creek,RIVER,4.41,4.41,0,MILES,CLASS III,401600,,N,,Class III Trout,Official,,NA,NA,DUPLICATE This AU: Flood Spring polygon between the mouth of the polygon and the Oneida-Langlade county line.,4.21774826180985
13653,10612,Unnamed,Un Creek (Creek 11-8 T34n R12e),RIVER,0,0.13,0.13,MILES,CLASS I,390300,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
This is a separate stream from Pickerel Creek, which empties into Rolling Stone Lake nearby.",213.93609431466
13654,14611,Fisher Creek,Fisher Creek,RIVER,0,4.37,4.37,MILES,CLASS III,2199000,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,7028.88550588748
13655,1489267,Unnamed,Trib To Leola Ditch,RIVER,0,0.99,0.99,MILES,CLASS II,5022399,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
This is a headwaters tributary to Leola Ditch in Waushara Co. ",1599.86833442709
13656,1487312,Unnamed,Creek 27-16 T31n R12e,RIVER,0,0.05,0.05,MILES,CLASS I,350000,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,86.1649747705125
13657,1441044,Unnamed,Creek 14-3a,RIVER,0,0.7,0.7,MILES,CLASS I,490400,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",1132.40037816428
13658,1451603,Unnamed,Creek 33-14 T37n R18e,RIVER,0,0.21,0.21,MILES,CLASS I,622300,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,330.85093668104
13659,1466750,Unnamed,Creek 30-10 (T28n R18w),RIVER,0,0.12,0.12,MILES,CLASS II,3000374,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream,189.670366641848
13661,11246,Unnamed,"Creek 30-5 (T31n, R14e)",RIVER,0,0.12,0.12,MILES,CLASS I,361900,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,200.845971903116
13662,945518,Unnamed,Creek 29-4,RIVER,0,0.12,0.12,MILES,CLASS I,617400,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Entire stream,190.722562327342
13663,1490709,Unnamed,"Creek 26-9 (T34n, R11e)",RIVER,0,0.65,0.65,MILES,CLASS I,398200,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,1039.51416865857
13664,1441153,Unnamed,Creek 30-5,RIVER,0,0.13,0.13,MILES,CLASS I,494900,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,209.214196729217
13665,1471585,Unnamed,Creek 9-15a T27n R19w,RIVER,0,0.12,0.12,MILES,CLASS II,3000369,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream ,185.347835126636
13666,1459544,Unnamed,Creek 11-2a T32n R11e,RIVER,0,0.09,0.09,MILES,CLASS I,1443000,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,147.822124188491
13667,1491939,Unnamed,Creek 16-7 T34n R11e,RIVER,0,0.15,0.15,MILES,CLASS I,401000,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",249.300978764812
13668,1462885,Unnamed,"Creek 28-2 (T40n, R15e)",RIVER,0,0.04,0.04,MILES,CLASS I,680700,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,56.3362041575541
13669,1452099,Unnamed,Creek 24-16a,RIVER,0,0.11,0.11,MILES,CLASS I,625600,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,171.774407680811
13670,903243,Unnamed,North Branch Gooseville Creek,RIVER,0,1.07,1.07,MILES,CLASS I,3000117,,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream,1720.21655938457
13671,15323,Deadman Creek,Deadman Creek,RIVER,0,3.32,3.32,MILES,CLASS I,2380800,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: Segment of Deadman Creek from Brunet River to partway between County Road W and an unnamed road. ,5343.00890247184
13672,1521282,Deadman Creek,Deadman Creek,RIVER,3.32,4.85,1.53,MILES,CLASS I,2380800,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: segment of Deadman Creek from partway between County Road W and an unnamed road to the headwaters.,2456.11080164367
13676,11247,Unnamed,"Creek 13-6 (T31n, R13e)",RIVER,0,0.09,0.09,MILES,CLASS I,362600,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,144.840580049857
13677,10595,Unnamed,Un Creek (T34n-R11e-S31),RIVER,0,0.09,0.09,MILES,CLASS I,386100,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream ,144.84044077467
13680,1447469,Unnamed,Yellow River Trib (S4),RIVER,0,0.36,0.36,MILES,CLASS I,2678850,ORW,N,,Cold  (Class I Trout),Official,,NA,NA,This AU: entire stream ,579.726682103738
13681,310356,Knapp Creek,Knapp Creek,RIVER,4.6,5.73,1.13,MILES,CLASS I,2665400,ERW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: Knapp Flowage to just beyond unnamed creek (WBIC 5004526),1818.55454227039
13683,1458703,Unnamed,Creek 31-4aa T34n R11e,RIVER,0,0.08,0.08,MILES,CLASS I,386300,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,129.724643161545
13684,1458622,Unnamed,Creek 25-15d T28n R9e,RIVER,0,0.13,0.13,MILES,CLASS I,1407250,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,205.555635005911
13685,18104,Mill Brook,Mill Brook,RIVER,1.41,6,4.59,MILES,CLASS I,769400,,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU: CTH XX to headwaters.,7390.24436924089
13686,945332,Holmes Creek,Holmes Creek,RIVER,1.69,11.28,9.59,MILES,CLASS I,615400,ORW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU:  From Lubka Rd to headwaters,15427.6179836994
13688,1487688,Unnamed,Creek 32-8 (T31n R13e),RIVER,0,0.07,0.07,MILES,CLASS II,353300,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:  From Drew Creek to Moonshine Springs. Entire stream.,117.782906078994
13689,1441096,Unnamed,Creek 33-15,RIVER,0,0.68,0.68,MILES,CLASS I,492550,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",1094.18895919297
13690,1459434,Unnamed,"Creek 28-14  (T38n, R16e)",RIVER,0,0.22,0.22,MILES,CLASS I,659400,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,349.085937928251
13693,12804,Heal Creek,Heal Creek,RIVER,1.19,2.38,1.19,MILES,CLASS II,1567400,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: From Heal Lake to headwaters.
According to 1980 and 2002 trout books the portion of the stream N from Heal L for 0.6 mi is Class 2 trout. 2002 trout spatial datalayer covers the stream N from Heal L to headwaters, which is 
1.46 mi long.
",1917.25460885994
13694,15325,Casey Creek,Casey Creek,RIVER,0,4.72,4.72,MILES,CLASS I,2381500,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,7592.67299315276
13695,896988,Spring Brook,Spring Brook,RIVER,0,5.99,5.99,MILES,CLASS I,770300,,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU: entire stream,9638.93479889174
13696,1462858,Unnamed,"Creek 33-6b (T40n, R15e)",RIVER,0,0.03,0.03,MILES,CLASS I,680000,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,55.4646879472672
13698,1488074,Unnamed,"Creek 5-6 (T32n, R14e)",RIVER,0,0.17,0.17,MILES,CLASS I,367300,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",279.501621389881
13702,14863,Butternut Creek,Butternut Creek,RIVER,0,10.12,10.12,MILES,CLASS II,2282300,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: from CTH E downstream to mouth.,16286.5223410486
13703,13764,Smith Conley Creek,Smith-Conley Creek,RIVER,0,9.15,9.15,MILES,CLASS II,914100,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU: entire stream,14720.591317698
13705,1488760,Unnamed,"Creek 1-7 (T33n, R11e)",RIVER,0,0.58,0.58,MILES,CLASS I,383600,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,932.660808982351
13706,1181508,Unnamed,Creek 14-13,RIVER,0,0.28,0.28,MILES,CLASS II,3000377,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,"This AU: entire stream
",455.714966404773
13707,11867,Iron Springs Creek,Iron Springs Creek,RIVER,0,3.54,3.54,MILES,CLASS I,521700,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Entire Creek,5690.96367029922
13708,1464886,Unnamed,"Creek 20-2 (T33n, R18e)",RIVER,0,0.07,0.07,MILES,CLASS I,3000275,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:entire stream,113.725905457143
13712,1459317,Unnamed,"Creek 22-4 (T38n, R17e)",RIVER,0,0.07,0.07,MILES,CLASS I,657200,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,117.362238856094
13713,1485139,Unnamed,Creek 12-13,RIVER,0,0.06,0.06,MILES,CLASS I,3000210,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,93.4504993412851
13714,1471317,Unnamed,"Creek 1-4 (T29n, R11e)",RIVER,0,0.42,0.42,MILES,CLASS I,333000,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,671.698410453218
13715,13752,Conley Lewis Creek,Conley-Lewis Creek,RIVER,0,3.05,3.05,MILES,CLASS II,911300,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU:  Mouth to Ley Creek (Banner Road),4908.48782351072
13716,13753,Conley Lewis Creek,Conley-Lewis Creek,RIVER,3.05,6.07,3.02,MILES,CLASS II,911300,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: Ley Creek to Hands Hill Rd.,4860.20710501962
13717,13754,Conley Lewis Creek,Conley-Lewis Creek,RIVER,6.07,8.54,2.47,MILES,CLASS II,911300,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU:  Hands Hill Rd. to the headwaters.,3977.75525947479
13718,1486788,Unnamed,"Creek 26-8 (T31n, R12e)	",RIVER,0,0.11,0.11,MILES,CLASS I,348550,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,178.402200851558
13719,1441827,Unnamed,Unnamed Creek 24-1a (T33n R12e S24),RIVER,0,0.14,0.14,MILES,CLASS I,380100,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,220.190354762209
13721,12766,Little Willow Creek,Little Willow Creek,RIVER,2.26,5.37,3.11,MILES,CLASS I,1531100,,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: Headwaters to Price/Oneida county line.
Price county part of the stream classification had been changed from Class 2 in 1980 to Class 1 in the 2002 trout book, therefore it is not ERW.

Trout ID:  951 
Class Code:  1 
",5002.86232100111
13722,12765,Little Willow Creek,Little Willow Creek,RIVER,0,2.26,2.26,MILES,CLASS I,1531100,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: Mouth to Oneida/Price county line.

Trout ID:  951 
Class Code:  1 
OEW ID:  314 ",3637.1095072698
13723,13787,Copper Creek,Copper Creek,RIVER,5.46,9.05,3.59,MILES,CLASS II,919800,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU:  Salty Hollow Rd. to the headwaters.,5777.16558725481
13724,13784,Copper Creek,Copper Creek,RIVER,0,5.46,5.46,MILES,CLASS II,919800,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU: Mouth to Salty Hollow Rd.,8786.99665723317
13726,1470981,Unnamed,Creek 23-3 T27n R15w,RIVER,0,0.08,0.08,MILES,CLASS II,3000375,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream,132.757755016654
13727,1500950,Unnamed,Unnamed Creek 27-3,RIVER,0,1.46,1.46,MILES,CLASS I,658800,,N,,Cold  (Class I Trout),Official,,Trout Book: 2008 Wisconsin Trout Streams,"""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=25645712""",This AU: entire stream,2343.87137548348
13729,12150,Rock Creek,Rock Creek,RIVER,0,4.27,4.27,MILES,CLASS I,659300,ORW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: From mouth to Forest/Florence county line.
",6871.88111257122
13732,1459487,Unnamed,Creek 27-5,RIVER,0,1.85,1.85,MILES,CLASS I,3000054,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,2974.64573917058
13734,13723,Gordon Creek,Gordon Creek (Big Spring Cr Of Blue Mounds Cr),RIVER,1.93,9.35,7.42,MILES,CLASS II,907300,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package",NA,This AU:  W. Moscow Rd. to Sandy Rock Rd at south line S11 T5N R5E.,11941.3026954337
13735,905131,Gordon Creek,Big Spring Creek,RIVER,14.22,22.43,8.21,MILES,CLASS II,907300,ERW,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU:  Iowa-Dane county line to the headwaters.,13206.0960051879
13736,13444,Moen Creek,Moen Creek,RIVER,0,2.35,2.35,MILES,CLASS II,1252100,,N,,Cold  (Class II Trout),Official,09/06/2016,"Fish IBI Analysis Package, Watershed Tables Basin Plans, State Admin. Code NR 102, Trout Book: 2017 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=134939907""",This AU: entire stream,3786.93111940584
13737,11244,Unnamed,"Creek 21-16 (T31n, R13e)",RIVER,0,0.14,0.14,MILES,CLASS I,360000,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,227.184121039445
13739,13683,Bushnell Creek,Bushnell Creek,RIVER,1.14,7.46,6.32,MILES,CLASS II,896500,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: CTH J to the headwaters.,10168.3783124662
13741,903720,Unnamed,Lancaster Creek,RIVER,4.61,10.91,6.3,MILES,CLASS II,410000,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data",NA,This AU: Indian Trail to headwaters,10133.2254881449
13742,903700,Unnamed,Lancaster Creek,RIVER,0,4.61,4.61,MILES,CLASS III,410000,,N,,Class III Trout,Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,"This AU: mouth to Indian Trail
",7419.05852842801
