OID_,X,Y,FID,OBJECTID,LATITUDE,LONGITUDE,SITE_NAME,SITE_NO,SITE_TYPE,SOURCE,OBJECTID_1,OBS_DATE,SITE_NO_1,SITE_NAM_1,OBS_TYPE,OBS,UNIT
75765,-9992828.529905589297414,5440582.379913000389934,75765,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76761,2015/01/05 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.150000000000000,CFS
75766,-9992828.529905589297414,5440582.379913000389934,75766,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76762,2015/02/12 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.387900000000000,CFS
75767,-9992828.529905589297414,5440582.379913000389934,75767,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76763,2015/03/10 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.293200000000000,CFS
75768,-9992828.529905589297414,5440582.379913000389934,75768,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76764,2015/04/07 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.312700000000000,CFS
75769,-9992828.529905589297414,5440582.379913000389934,75769,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76765,2015/05/22 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.035700000000000,CFS
75770,-9992828.529905589297414,5440582.379913000389934,75770,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76766,2015/06/29 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.828700000000000,CFS
75771,-9992828.529905589297414,5440582.379913000389934,75771,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76767,2015/07/28 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,1.743400000000000,CFS
75772,-9992828.529905589297414,5440582.379913000389934,75772,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76768,2015/08/24 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,1.901400000000000,CFS
75773,-9992828.529905589297414,5440582.379913000389934,75773,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76769,2015/09/22 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.064400000000000,CFS
75774,-9992828.529905589297414,5440582.379913000389934,75774,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76770,2015/10/27 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.114200000000000,CFS
75775,-9992828.529905589297414,5440582.379913000389934,75775,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76771,2015/11/13 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.250100000000000,CFS
75776,-9992828.529905589297414,5440582.379913000389934,75776,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76772,2016/01/20 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.517200000000000,CFS
75777,-9992828.529905589297414,5440582.379913000389934,75777,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76773,2016/02/17 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.375000000000000,CFS
75778,-9992828.529905589297414,5440582.379913000389934,75778,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76774,2016/04/21 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,3.532500000000000,CFS
75779,-9992828.529905589297414,5440582.379913000389934,75779,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76775,2016/05/17 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,3.046200000000000,CFS
75780,-9992828.529905589297414,5440582.379913000389934,75780,16819,43.839140000000000,-89.767105999999998,Campbell Creek at 9th Dr,13190.000000000000000,ST,WDNR,76776,2016/06/21 00:00:00+00,13190.000000000000000,Campbell Creek at 9th Dr,BF,2.356800000000000,CFS
75781,-9913623.843874180689454,5494048.002806300297379,75781,16994,44.184561100000003,-89.055598200000006,Carpenter Creek at Archer Road,703081.000000000000000,ST,WDNR,76777,2005/06/02 00:00:00+00,703081.000000000000000,Carpenter Creek at Archer Road,BF,1.260000000000000,CFS
75782,-9914702.730221780017018,5489558.266464199870825,75782,16679,44.155631999999997,-89.065290000000005,Carpenter Creek At Bridge On CTH NN,10020683.000000000000000,ST,WDNR,76778,2005/06/02 00:00:00+00,10020683.000000000000000,Carpenter Creek At Bridge On CTH NN,BF,4.500000000000000,CFS
75783,-9990722.142481159418821,5477155.118612799793482,75783,16792,44.075640000000000,-89.748183999999995,Carter Creek Below 8th Dr.,10022649.000000000000000,ST,WDNR,76779,2013/07/30 00:00:00+00,10022649.000000000000000,Carter Creek Below 8th Dr.,BF,0.560000000000000,CFS
75784,-9990722.142481159418821,5477155.118612799793482,75784,16792,44.075640000000000,-89.748183999999995,Carter Creek Below 8th Dr.,10022649.000000000000000,ST,WDNR,76780,2013/10/11 00:00:00+00,10022649.000000000000000,Carter Creek Below 8th Dr.,BF,0.000000000000000,CFS
75785,-9976263.521789440885186,5479752.448163909837604,75785,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76781,2007/06/13 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,1.547000000000000,CFS
75786,-9976263.521789440885186,5479752.448163909837604,75786,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76782,2007/07/11 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.536000000000000,CFS
75787,-9976263.521789440885186,5479752.448163909837604,75787,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76783,2007/08/09 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.154000000000000,CFS
75788,-9976263.521789440885186,5479752.448163909837604,75788,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76784,2007/09/28 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.945000000000000,CFS
75789,-9976263.521789440885186,5479752.448163909837604,75789,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76785,2007/10/13 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.528000000000000,CFS
75790,-9976263.521789440885186,5479752.448163909837604,75790,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76786,2007/11/16 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.151000000000000,CFS
75791,-9976263.521789440885186,5479752.448163909837604,75791,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76787,2008/07/01 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,3.166000000000000,CFS
75792,-9976263.521789440885186,5479752.448163909837604,75792,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76788,2008/07/28 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,3.500000000000000,CFS
75793,-9976263.521789440885186,5479752.448163909837604,75793,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76789,2008/08/19 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,3.314000000000000,CFS
75794,-9976263.521789440885186,5479752.448163909837604,75794,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76790,2008/10/03 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.400000000000000,CFS
75795,-9976263.521789440885186,5479752.448163909837604,75795,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76791,2008/10/30 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.000000000000000,CFS
75796,-9976263.521789440885186,5479752.448163909837604,75796,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76792,2008/11/20 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.200000000000000,CFS
75797,-9976263.521789440885186,5479752.448163909837604,75797,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76793,2009/03/14 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.600000000000000,CFS
75798,-9976263.521789440885186,5479752.448163909837604,75798,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76794,2009/04/17 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.200000000000000,CFS
75799,-9976263.521789440885186,5479752.448163909837604,75799,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76795,2010/11/10 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,3.800000000000000,CFS
75800,-9976263.521789440885186,5479752.448163909837604,75800,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76796,2011/05/05 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,9.660000000000000,CFS
75801,-9976263.521789440885186,5479752.448163909837604,75801,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76797,2011/07/01 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,4.300000000000000,CFS
75802,-9976263.521789440885186,5479752.448163909837604,75802,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76798,2011/07/25 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.200000000000000,CFS
75803,-9976263.521789440885186,5479752.448163909837604,75803,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76799,2011/08/17 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,1.700000000000000,CFS
75804,-9976263.521789440885186,5479752.448163909837604,75804,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76800,2011/09/16 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,1.000000000000000,CFS
75805,-9976263.521789440885186,5479752.448163909837604,75805,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76801,2011/10/12 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,1.900000000000000,CFS
75806,-9976263.521789440885186,5479752.448163909837604,75806,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76802,2011/11/16 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,3.930000000000000,CFS
75807,-9976263.521789440885186,5479752.448163909837604,75807,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76803,2011/12/20 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,3.510000000000000,CFS
75808,-9976263.521789440885186,5479752.448163909837604,75808,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76804,2012/03/29 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,4.460000000000000,CFS
75809,-9976263.521789440885186,5479752.448163909837604,75809,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76805,2012/05/01 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,5.205300000000000,CFS
75810,-9976263.521789440885186,5479752.448163909837604,75810,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76806,2012/05/24 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,4.579400000000000,CFS
75811,-9976263.521789440885186,5479752.448163909837604,75811,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76807,2012/06/26 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.209400000000000,CFS
75812,-9976263.521789440885186,5479752.448163909837604,75812,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76808,2012/07/23 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.314700000000000,CFS
75813,-9976263.521789440885186,5479752.448163909837604,75813,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76809,2012/08/31 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.012800000000000,CFS
75814,-9976263.521789440885186,5479752.448163909837604,75814,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76810,2012/09/27 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.012800000000000,CFS
75815,-9976263.521789440885186,5479752.448163909837604,75815,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76811,2012/11/01 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.957600000000000,CFS
75816,-9976263.521789440885186,5479752.448163909837604,75816,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76812,2012/12/19 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,1.106400000000000,CFS
75817,-9976263.521789440885186,5479752.448163909837604,75817,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76813,2013/05/08 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,6.953300000000000,CFS
75818,-9976263.521789440885186,5479752.448163909837604,75818,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76814,2013/06/27 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,8.817000000000000,CFS
75819,-9976263.521789440885186,5479752.448163909837604,75819,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76815,2013/07/16 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.966400000000000,CFS
75820,-9976263.521789440885186,5479752.448163909837604,75820,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76816,2013/08/16 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.814900000000000,CFS
75821,-9976263.521789440885186,5479752.448163909837604,75821,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76817,2013/09/11 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.172300000000000,CFS
75822,-9976263.521789440885186,5479752.448163909837604,75822,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76818,2013/10/11 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.000000000000000,CFS
75823,-9976263.521789440885186,5479752.448163909837604,75823,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76819,2013/11/14 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,0.000000000000000,CFS
75824,-9976263.521789440885186,5479752.448163909837604,75824,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76820,2014/05/22 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,3.569200000000000,CFS
75825,-9976263.521789440885186,5479752.448163909837604,75825,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76821,2014/06/24 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,2.758000000000000,CFS
75826,-9976263.521789440885186,5479752.448163909837604,75826,16876,44.092399999999998,-89.618300000000005,Carter Creek - CTH G (CC-2 DS),10013259.000000000000000,ST,WDNR,76822,2014/07/21 00:00:00+00,10013259.000000000000000,Carter Creek - CTH G (CC-2 DS),BF,1.015800000000000,CFS
75827,-9941131.090525010600686,5476064.335621389560401,75827,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76823,2005/08/24 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,9.179000000000000,CFS
75828,-9941131.090525010600686,5476064.335621389560401,75828,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76824,2005/09/23 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,9.474000000000000,CFS
75829,-9941131.090525010600686,5476064.335621389560401,75829,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76825,2005/10/21 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,10.537000000000001,CFS
75830,-9941131.090525010600686,5476064.335621389560401,75830,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76826,2005/12/03 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,10.350000000000000,CFS
75831,-9941131.090525010600686,5476064.335621389560401,75831,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76827,2006/01/11 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,10.718000000000000,CFS
75832,-9941131.090525010600686,5476064.335621389560401,75832,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76828,2006/02/25 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,10.661000000000000,CFS
75833,-9941131.090525010600686,5476064.335621389560401,75833,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76829,2006/03/12 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,13.317000000000000,CFS
75834,-9941131.090525010600686,5476064.335621389560401,75834,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76830,2006/04/01 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,11.435000000000000,CFS
75835,-9941131.090525010600686,5476064.335621389560401,75835,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76831,2006/04/23 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,12.037000000000001,CFS
75836,-9941131.090525010600686,5476064.335621389560401,75836,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76832,2006/05/31 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,11.195000000000000,CFS
75837,-9941131.090525010600686,5476064.335621389560401,75837,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76833,2006/06/28 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,7.833000000000000,CFS
75838,-9941131.090525010600686,5476064.335621389560401,75838,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76834,2006/07/27 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,8.288000000000000,CFS
75839,-9941131.090525010600686,5476064.335621389560401,75839,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76835,2006/08/22 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,6.634000000000000,CFS
75840,-9941131.090525010600686,5476064.335621389560401,75840,16995,44.068600000000004,-89.302700000000002,Bird Creek - Highway 21,10031819.000000000000000,ST,WDNR,76836,2006/10/07 00:00:00+00,10031819.000000000000000,Bird Creek - Highway 21,BF,7.952000000000000,CFS
75841,-9907611.478240769356489,5544857.087021710351110,75841,16996,44.510954599999998,-89.001588200000000,Blake Creek at STH 161,693158.000000000000000,ST,WDNR,76837,2005/08/09 00:00:00+00,693158.000000000000000,Blake Creek at STH 161,BF,3.159000000000000,CFS
75842,-9994880.281686540693045,5518604.700592390261590,75842,16877,44.342538300000001,-89.785537199999993,Bloody Run at 32nd Street,723268.000000000000000,ST,WDNR,76838,2014/08/15 00:00:00+00,723268.000000000000000,Bloody Run at 32nd Street,BF,1.880700000000000,CFS
75843,-9990346.917830059304833,5519146.578482350334525,75843,16878,44.346019499999997,-89.744813300000004,Bloody Run Creek - 64th St,723303.000000000000000,ST,WDNR,76839,2014/05/23 00:00:00+00,723303.000000000000000,Bloody Run Creek - 64th St,BF,3.286300000000000,CFS
75844,-9990346.917830059304833,5519146.578482350334525,75844,16878,44.346019499999997,-89.744813300000004,Bloody Run Creek - 64th St,723303.000000000000000,ST,WDNR,76840,2014/06/26 00:00:00+00,723303.000000000000000,Bloody Run Creek - 64th St,BF,1.087400000000000,CFS
75845,-9943152.652389939874411,5478595.336859160102904,75845,16781,44.084933999999997,-89.320859999999996,Bowers Creek (Bw-1),10020798.000000000000000,ST,WDNR,76841,2014/07/21 00:00:00+00,10020798.000000000000000,Bowers Creek (Bw-1),BF,0.986800000000000,CFS
75846,-9941482.203287409618497,5477420.923659410327673,75846,16997,44.077355400000002,-89.305854100000005,Bowers Creek - CTH C,10047043.000000000000000,ST,WDNR,76842,2005/06/28 00:00:00+00,10047043.000000000000000,Bowers Creek - CTH C,BF,4.011000000000000,CFS
75847,-9923318.858745239675045,5473846.448930210433900,75847,16998,44.054282999999998,-89.142690000000002,Bruce Creek at CTH S,703085.000000000000000,ST,WDNR,76843,2005/06/09 00:00:00+00,703085.000000000000000,Bruce Creek at CTH S,BF,6.200000000000000,CFS
75848,-9980715.744740510359406,5487333.233961540274322,75848,16801,44.141289999999998,-89.658294999999995,Buckner Creek - 4th Ave (Site 13),10009558.000000000000000,ST,WDNR,76844,2012/11/01 00:00:00+00,10009558.000000000000000,Buckner Creek - 4th Ave (Site 13),BF,3.379800000000000,CFS
75849,-9980715.744740510359406,5487333.233961540274322,75849,16801,44.141289999999998,-89.658294999999995,Buckner Creek - 4th Ave (Site 13),10009558.000000000000000,ST,WDNR,76845,2012/11/29 00:00:00+00,10009558.000000000000000,Buckner Creek - 4th Ave (Site 13),BF,4.209300000000000,CFS
75850,-9980715.744740510359406,5487333.233961540274322,75850,16801,44.141289999999998,-89.658294999999995,Buckner Creek - 4th Ave (Site 13),10009558.000000000000000,ST,WDNR,76846,2013/09/11 00:00:00+00,10009558.000000000000000,Buckner Creek - 4th Ave (Site 13),BF,1.843600000000000,CFS
75851,-9987533.061741590499878,5487245.435181490145624,75851,16800,44.140723999999999,-89.719536000000005,Buckner Creek at Beaver Ave,10028792.000000000000000,ST,WDNR,76847,2012/11/01 00:00:00+00,10028792.000000000000000,Buckner Creek at Beaver Ave,BF,7.405300000000000,CFS
75852,-9987533.061741590499878,5487245.435181490145624,75852,16800,44.140723999999999,-89.719536000000005,Buckner Creek at Beaver Ave,10028792.000000000000000,ST,WDNR,76848,2012/11/29 00:00:00+00,10028792.000000000000000,Buckner Creek at Beaver Ave,BF,8.233300000000000,CFS
75853,-9987533.061741590499878,5487245.435181490145624,75853,16800,44.140723999999999,-89.719536000000005,Buckner Creek at Beaver Ave,10028792.000000000000000,ST,WDNR,76849,2014/01/13 00:00:00+00,10028792.000000000000000,Buckner Creek at Beaver Ave,BF,10.017099999999999,CFS
75854,-9983969.435462189838290,5524097.785848359577358,75854,16879,44.377818099999999,-89.687523400000003,Buena Vista Creek - 100th St. (15 M Above Bridge),10016701.000000000000000,ST,WDNR,76850,2007/06/13 00:00:00+00,10016701.000000000000000,Buena Vista Creek - 100th St. (15 M Above Bridge),BF,22.635000000000002,CFS
75855,-9983969.435462189838290,5524097.785848359577358,75855,16879,44.377818099999999,-89.687523400000003,Buena Vista Creek - 100th St. (15 M Above Bridge),10016701.000000000000000,ST,WDNR,76851,2007/07/11 00:00:00+00,10016701.000000000000000,Buena Vista Creek - 100th St. (15 M Above Bridge),BF,11.029000000000000,CFS
75856,-9983969.435462189838290,5524097.785848359577358,75856,16879,44.377818099999999,-89.687523400000003,Buena Vista Creek - 100th St. (15 M Above Bridge),10016701.000000000000000,ST,WDNR,76852,2007/08/08 00:00:00+00,10016701.000000000000000,Buena Vista Creek - 100th St. (15 M Above Bridge),BF,8.654999999999999,CFS
75857,-9983969.435462189838290,5524097.785848359577358,75857,16879,44.377818099999999,-89.687523400000003,Buena Vista Creek - 100th St. (15 M Above Bridge),10016701.000000000000000,ST,WDNR,76853,2007/09/21 00:00:00+00,10016701.000000000000000,Buena Vista Creek - 100th St. (15 M Above Bridge),BF,24.012000000000000,CFS
75858,-9983969.435462189838290,5524097.785848359577358,75858,16879,44.377818099999999,-89.687523400000003,Buena Vista Creek - 100th St. (15 M Above Bridge),10016701.000000000000000,ST,WDNR,76854,2007/10/24 00:00:00+00,10016701.000000000000000,Buena Vista Creek - 100th St. (15 M Above Bridge),BF,31.302000000000000,CFS
75859,-9983969.435462189838290,5524097.785848359577358,75859,16879,44.377818099999999,-89.687523400000003,Buena Vista Creek - 100th St. (15 M Above Bridge),10016701.000000000000000,ST,WDNR,76855,2007/11/20 00:00:00+00,10016701.000000000000000,Buena Vista Creek - 100th St. (15 M Above Bridge),BF,28.545999999999999,CFS
75860,-9983969.435462189838290,5524097.785848359577358,75860,16879,44.377818099999999,-89.687523400000003,Buena Vista Creek - 100th St. (15 M Above Bridge),10016701.000000000000000,ST,WDNR,76856,2007/12/31 00:00:00+00,10016701.000000000000000,Buena Vista Creek - 100th St. (15 M Above Bridge),BF,22.699999999999999,CFS
