FID,SITE_SEQ_N,SOURCE_SIT,SOURCE_TYP,WDRL_YEAR,USE_DESC,WATER_US_1,METHOD_COD,REPORT_COM,WDRL_FLAG,JAN_WDRL_G,FEB_WDRL_G,MAR_WDRL_G,APR_WDRL_G,MAY_WDRL_G,JUN_WDRL_G,JUL_WDRL_G,AUG_WDRL_G,SEP_WDRL_G,OCT_WDRL_G,NOV_WDRL_G,DEC_WDRL_G,ANNUAL_WDR,Shape__Area,Shape__Length
7661,7644,4778,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,7662000,10932000,16710000,10884000,0,0,46188000,10152972.48,13543.40361
19680,11816,4852,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3360000,10176000,18288000,14256000,115200,0,0,46195200,4994731.313,8943.80247
11475,10387,5792,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1571400,16788600,19872000,7333200,631800,0,0,46197000,5921402.906,9744.599155
3961,13980,4922,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4260000,21840000,20100000,0,0,0,0,46200000,10346830.41,13718.33208
7351,22103,18254,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3000000,10500000,18000000,8100000,6600000,0,0,0,46200000,5114498.418,9057.796561
20269,9110,976,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,3900000,2400000,19800000,13500000,6600000,0,46200000,5008478.867,8952.006567
7651,5304,9762,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,1544400,15989400,22242600,6426000,0,0,46202400,5056091.301,8999.055627
3762,10533,1499,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3645600,10061520,17676120,10877580,3944640,0,0,0,46205460,5095789.48,9029.654474
10678,11618,1724,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2551800,12739800,21265200,9649200,0,0,0,0,46206000,3833033.582,7897.303716
13931,11941,6088,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,1183878,6417612,5197956,14566452,9013920,9838416,0,0,0,46218234,5053446.492,8992.245116
502,8073,6949,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8707200,8966400,8904000,8832000,10828800,0,0,46238400,5046983.031,8987.049357
8129,5226,819,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2745000,8007000,20189400,13462800,1852200,0,0,0,46256400,4725741.504,8699.139895
1230,9964,3118,Groundwater,2012,cranberry irrigation,IR23,THM, ,Y,0,0,0,0,0,0,270000,0,0,40410000,0,5580000,46260000,5097711.359,9034.276831
15963,11702,1542,Groundwater,2015,forestry irrigation,IR21,THM, ,Y,0,0,0,2900000,1690000,9870000,10760000,11550000,8960000,540500,0,0,46270500,10187534.05,13528.90505
14586,13978,817,Groundwater,2015,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,6402000,1130400,17600400,17773800,3367800,0,0,46274400,4957001.547,8906.669195
5358,10694,5655,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,609750,4847850,14758200,16771500,6860250,2432250,0,0,0,46279800,5120794.711,9049.631664
17479,6466,7723,Groundwater,2016,aquaculture,AQ10,TFM, ,Y,0,0,0,0,0,0,0,5446080,25725600,13146480,1978560,0,46296720,4438344.727,8442.874272
23278,22977,19109,Surface Water,2018,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,3141200,9870400,15925600,17360400,0,0,0,0,46297600,5024319.082,8966.364387
9773,13798,1636,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2869000,11803000,24176000,6890000,562000,0,0,46300000,5037656.59,8980.009525
9401,9084,1101,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,10374000,16650000,17712000,1574400,0,0,0,46310400,3861834.277,7925.169541
19980,4153,5735,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,5951087,16156969,15950413,8261474,0,0,46319943,4221945.449,8278.492283
10900,11663,5010,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,9990000,10962000,18306000,7074000,0,0,0,0,46332000,6049666.426,9894.106133
15113,12867,4804,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3366000,1914000,18546000,22506000,0,0,0,0,46332000,10378420.62,13729.49679
18581,6576,5177,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2400414,12637472,19203309,11048963,1059006,0,0,0,46349164,15087855.78,15770.33302
11795,13036,5934,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,10959390,20214360,10962450,4221770,0,0,0,46357970,5120681.238,9051.713466
8742,9096,706,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,4763400,7181820,4212090,11094030,19118370,0,0,0,0,46369710,5065599.25,9002.836548
12495,21940,18091,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1544250,15176250,18531000,9638250,1491000,0,0,0,46380750,5135659.227,9064.895861
14580,11556,736,Groundwater,2015,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,1666200,9498000,2416200,18301800,14508000,0,0,0,46390200,4994564.539,8939.464593
11937,10577,1773,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3876000,13554000,21570000,7392000,0,0,0,46392000,4947582.563,8899.285829
10679,10145,6077,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3759000,14982000,13268400,8301000,6090225,0,0,0,46400625,3861834.277,7925.169541
1291,5525,5738,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,7548075,13297994,14343434,7736254,3491769,0,0,0,46417526,5039265.605,8980.475728
18987,10338,754,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1560731,14392670,17494321,12976431,0,0,0,0,46424153,5043873.125,8984.195983
450,6814,3355,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8828640,20040480,13543680,4018560,0,0,0,46431360,5135659.227,9064.895861
10033,12805,2036,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2245800,4637400,9964200,15577200,14010000,0,0,0,46434600,4999262.922,8953.273469
10656,4089,1567,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,54000,16236000,20002950,8122950,2019600,0,0,0,46435500,5065599.25,9002.836548
7317,11703,9015,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2340000,11580000,24780000,7740000,0,0,0,0,46440000,5106808.434,9039.458743
7991,3907,989,Groundwater,2010,agricultural irrigation,IR10,LET, ,Y,0,0,0,0,2749200,8877600,8529000,10850400,15438000,0,0,0,46444200,4748680.391,8719.968456
14467,11829,5847,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,6214140,5817420,18138540,13495890,2779320,0,0,0,46445310,3873698.469,7981.82736
8519,19182,15517,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1083000,15447000,15846000,14079000,0,0,0,46455000,3730122.801,7815.683501
11037,3882,911,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,4733400,9767400,19491600,12480600,0,0,0,46473000,4970584.418,8918.798352
21111,7605,782,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1507290,11493101,18288540,15184589,0,0,0,46473520,5027940.953,8969.562213
19207,5018,4695,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2167046,5896381,7792546,14232318,16391435,0,0,0,46479726,10152972.48,13543.40361
18800,7809,7240,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,5080000,16260000,15720000,9420000,0,0,0,0,46480000,5102584.98,9035.56831
16365,6713,6082,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1708800,11089200,22291200,10360800,1045800,0,0,46495800,4857905.594,8820.115686
5092,6243,7685,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1363800,25146000,18984600,1003920,0,0,0,46498320,5010156.086,8958.649145
3297,5019,4773,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8880000,25320000,12300000,0,0,0,0,46500000,10152972.48,13543.40361
7765,9150,4846,Groundwater,2013,agricultural irrigation,IR10,THM,"ksp 775 hrs x 1,000 gal/min",Y,0,0,0,0,2400000,11280000,14760000,14160000,3900000,0,0,0,46500000,5114498.418,9057.796561
10575,10399,1072,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,24792000,7434000,10800000,3474000,0,0,0,0,46500000,4975466.281,8923.577306
24219,8064,905,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,2767075,11667472,22023081,10078793,0,0,46536421,4989597.945,8935.82181
8380,5036,8453,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,712938,12340727,17496878,15367263,639804,0,0,0,46557610,4989645.668,8935.174964
4450,6419,2099,Groundwater,2010,agricultural irrigation,IR10, , ,Y,0,0,0,820400,4320400,6100200,14850100,20475100,0,0,0,0,46566200,5006877,8951.05295
24812,4842,6673,Groundwater,2018,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,4476000,12230400,22496160,7369920,0,0,0,46572480,4942901.25,8900.666889
788,4148,1609,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2442420,11018700,20011860,13110660,0,0,0,0,46583640,5051555.047,8990.444271
12424,5217,727,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,28954,32172,7497587,23642895,11684718,3699732,0,0,46586058,5297398.449,9209.042429
2539,10636,5870,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,5382180,2379780,10281870,19508040,9034740,0,0,0,46586610,5034188.301,8974.860388
12481,11939,5944,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1664879,11308400,13220682,12806051,5712294,1877901,0,0,46590207,3653997.262,7751.077728
19183,5314,1201,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,541206,13477352,18328407,10758122,2712631,792009,0,0,46609727,4340184.957,8362.159186
19762,25973,21979,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,541206,13477352,18328407,10758122,2712631,792009,0,0,46609727,5034173.93,8977.204046
17064,19112,15452,Groundwater,2016,public utility,PS11,TFM, ,Y,2418000,2888000,3179000,3375000,3398000,3384000,5013300,3692000,3910000,5288000,3945000,6121000,46611300,5052558.277,8988.490928
17402,6726,6030,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3217393,8715871,9333634,23671366,1686000,0,0,46624264,5036813.102,8977.50978
4843,10592,8093,Groundwater,2013,food manufacturing,IN31,TFM, ,Y,4038100,3980800,4090800,4089600,3580300,3480200,3719700,3433300,4382300,3688300,4046500,4121300,46651200,5012438.523,8955.975766
1446,169,208,Groundwater,2013,military or correctional,PS13,TFM, ,Y,4108000,4679000,2887000,3741000,3752000,6481000,3588000,3192000,4354000,4382000,0,5490000,46654000,4985636.293,8931.643013
9497,12504,5827,Groundwater,2011,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,5184000,12960000,10368000,12960000,5184000,0,0,0,46656000,5138009.758,9067.962296
11506,21585,17746,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,8214000,20891400,12204460,5354400,0,0,46664260,4909070.293,8863.248886
9598,5214,895,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,548402,9669920,21410984,13467515,1568144,0,0,0,46664965,4861266.613,8820.955351
14626,9294,7649,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2204820,22903020,19707840,1851660,0,0,0,46667340,5159433.785,9086.253653
23121,8070,1989,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2404800,4944000,5616000,23040000,10670400,0,0,46675200,5091166.578,9027.410154
3348,5146,5652,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1287000,15366000,17082000,11076000,1872000,0,0,0,46683000,5175911.965,9100.25707
19323,7644,4778,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,13653000,16236000,11532000,5280000,0,0,0,46701000,10152972.48,13543.40361
14749,7977,5995,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3365400,6878400,19639200,14033400,2792400,0,0,0,46708800,4820502.863,8783.682349
4455,18074,11952,Groundwater,2010,public utility,PS11,TFM, ,Y,1061000,482000,954000,678000,2615000,1199000,7091000,12640000,5361000,5076000,4674000,4889000,46720000,5067674.078,9008.086658
23552,12867,4804,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8856000,20088000,17784000,0,0,0,0,46728000,10378420.62,13729.49679
374,6668,720,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8790660,18083520,13691160,6171660,0,0,0,46737000,4750194.145,8726.304057
3877,10560,1847,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,660000,20160000,20580000,5340000,0,0,46740000,5059284.594,8999.255122
12990,5132,9788,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,8184800,7117600,12235200,14201600,5004000,0,0,0,46743200,4622835.84,8607.802088
7461,12949,8634,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2016000,21861000,14427000,8442000,0,0,0,46746000,5029975.75,8972.855707
7250,10387,5792,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1080000,5124600,16804800,17442400,6296400,0,0,46748200,5921402.906,9744.599155
14671,11832,5851,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,9421997,7118096,15268147,11557906,3388655,0,0,0,46754801,5106697.426,9039.394736
9172,5535,5779,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1468800,14688000,18360000,12240000,0,0,0,46756800,5095789.48,9029.654474
22420,20512,16581,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,467640,5611680,9352800,12626280,11691000,4676400,2338200,0,0,46764000,5171530.34,9097.150382
2118,4239,973,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1473120,2836080,34837200,4667040,2964240,0,0,0,46777680,5046072.98,8985.529777
15784,9377,5975,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,4323660,12858120,14878182,14725062,0,0,0,0,46785024,5120681.238,9051.713466
9838,6803,951,Groundwater,2012,agricultural irrigation,IR10,TFM, ,Y,0,0,0,0,0,0,7966200,17590980,11834460,9393780,0,0,46785420,4967485.73,8915.284034
23999,10440,5110,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,10080000,11512000,14400000,10800000,0,0,0,46792000,5112894.297,9045.443075
1407,7906,768,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,2390400,17724480,19546080,7140960,0,0,46801920,5026989.891,8968.77144
3697,8047,836,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3823000,12301000,29589000,1090000,0,0,0,0,46803000,5004135.297,8948.187398
5695,13036,5934,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1709010,10213260,24894120,9990900,0,0,0,0,46807290,5120681.238,9051.713466
14134,4233,2004,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3895200,6046200,17951400,9474000,9443400,0,0,46810200,5064345.133,9001.999052
22577,23373,19465,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1520838,6722756,24838394,11046063,2684972,0,0,46813023,5600704.625,9491.14199
19213,7573,5149,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,29999,10027151,22701710,11782090,1267456,1012465,0,0,46820871,5077282,9015.12599
14887,4044,1131,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3062363,4977563,16319837,16727820,5212742,523203,0,0,46823528,4188272.398,8225.856816
17782,10388,5830,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3102000,16284000,18948000,8496000,0,0,0,46830000,5061116.059,8998.823361
10715,169,208,Groundwater,2014,public utility,PS11,TFM, ,Y,3417000,3656000,3507000,3558000,3645000,5349000,4018000,4243000,3786000,3854000,3864000,3946000,46843000,4985636.293,8931.643013
4741,7950,5066,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,4276800,14832000,16996800,10742400,0,0,46848000,5078778.262,9017.771506
7014,11823,5921,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2040600,21642900,19972800,3192000,0,0,0,46848300,5027448.348,8972.396824
21817,5186,2152,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2147880,16442453,12398725,12285769,3577251,0,0,46852078,5128835.641,9060.525239
21818,6802,825,Groundwater,2017,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2147880,16442453,12398725,12285769,3577251,0,0,46852078,5282478.641,9197.121123
14936,10145,6077,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,5079600,13177800,21617400,5242800,1752000,0,0,0,46869600,3861834.277,7925.169541
15995,5341,5799,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2100000,7100000,14400000,15970000,6100000,1200000,0,0,46870000,4247675.598,8280.586015
3775,12881,5815,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2287200,11521800,25275000,7786200,0,0,0,0,46870200,5595008.461,9471.183835
14512,21585,17746,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,5558490,4308990,16903440,15154140,4947000,0,0,46872060,4909070.293,8863.248886
19913,3921,3166,Groundwater,2017,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,2619000,13880700,27761400,2619000,0,0,0,0,46880100,5090257.973,9024.68547
4048,10636,5870,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,6272640,16944274,14500389,8349943,814629,0,0,0,46881875,5034188.301,8974.860388
24214,10193,987,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,6127686,12397485,12029129,16330000,0,0,0,46884300,4926182.758,8878.04332
23616,3903,944,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1032232,7872200,24335174,13647341,0,0,0,0,46886947,5100565.816,9034.250656
3398,6475,705,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,4600233,12958066,14742595,8445111,3956088,2191123,0,0,46893216,4849820.582,8810.502468
7708,8046,5895,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,981617,11194237,19827851,11859510,3030386,0,0,0,46893601,5070981.996,9007.83063
5813,4738,1156,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,13820000,13694000,13266000,6120000,0,0,0,46900000,5171530.34,9097.150382
12193,10583,6009,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,10440000,23580000,8760000,2640000,1500000,0,0,46920000,5048805.949,8988.308591
7589,4089,1567,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,757300,4455000,19691100,17265600,1282050,3494700,0,0,46945750,5065599.25,9002.836548
6108,5420,5764,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8495000,13380000,15200000,9880000,0,0,0,46955000,4073907.676,8117.536409
22214,7454,7112,Groundwater,2018,dairy farming,LV10,TFM, ,Y,3989080,3603040,3989080,3860400,3989080,3860400,3989080,3989080,3860400,3989080,3860400,3989080,46968200,4978970.539,8925.726657
505,9479,4539,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,20862060,26108430,0,0,0,0,46970490,4234397.309,8259.290402
770,13119,845,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1784160,3570840,13782300,18629100,6813240,2397300,0,0,46976940,4694773.945,8671.528641
4894,10426,5096,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,5400000,22140000,19440000,0,0,0,0,46980000,5174426.578,9119.428475
18595,6789,691,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,4018792,17642497,14990094,8238524,1295638,803758,0,0,46989303,5052235.285,8990.845655
3191,9123,6921,Groundwater,2012,agricultural irrigation,IR10,COTH, ,Y,0,0,0,0,576000,5760000,19776000,14400000,4320000,2160000,0,0,46992000,5155576.742,9082.518583
4396,12640,6014,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,6520000,11490000,13560000,10670000,4760000,0,0,0,47000000,4970976.215,8918.306161
1521,8066,2007,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,1158600,723600,25761600,19365600,0,0,0,47009400,4818005.293,8782.795593
6314,5004,5651,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,2420550,13946850,19254600,11390850,0,0,0,47012850,5092927.191,9025.983798
5408,170,209,Groundwater,2012,military or correctional,PS13,TFM, ,Y,2881000,3663000,4871000,3512000,3419000,6011000,3379000,5417000,4912000,3964000,3223000,1763000,47015000,4985636.293,8931.643013
3837,13376,3124,Groundwater,2013,food manufacturing,IN31,TFM, ,Y,2024115,3612209,2850859,3167353,2427212,3269343,3269477,5594743,5111176,5053109,3930147,6711074,47020817,4956692.461,8905.421368
15862,21994,18145,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,4320540,7706880,18973980,13566420,2453220,0,0,0,47021040,5049947.625,8989.503499
8849,9337,2537,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,2508000,6669000,10773000,20121000,4560000,2394000,0,0,0,47025000,4975279.258,8922.253139
8531,10384,4738,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,3796800,4056000,16387200,19723200,3062400,0,0,47025600,5087519.879,9024.08389
1076,10638,5996,Groundwater,2010,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,8667648,17487360,19388160,923840,570240,0,0,0,47037248,5120681.238,9051.713466
23515,7980,5829,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,85553,2207701,10532864,20671606,10546378,2993991,0,0,47038093,4985185.332,8931.899385
12421,9091,8841,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,40444,1365913,8618307,23691153,13308005,29414,0,0,47053236,5031961.91,8973.225931
13445,7454,7112,Groundwater,2015,dairy farming,LV10,TFM, ,Y,3817309,3950100,3521093,3893693,3877010,4169190,4448512,3529288,3970800,4595940,3727612,3556728,47057275,4978970.539,8925.726657
23092,7977,5995,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,2146341,6083228,22391909,16449438,0,0,47070916,4820502.863,8783.682349
5602,3885,1335,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1602600,10923000,26883600,5736780,1939620,0,0,0,47085600,5033678.574,8975.162022
5775,4976,4697,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,5000000,20000000,15000000,7088000,0,0,0,0,47088000,5176417.742,9111.97242
8092,6520,5033,Groundwater,2011,, , , ,Y,0,0,0,0,1083812,9298638,14964599,12378517,9363993,0,0,0,47089559,4977189.016,8925.899126
18528,6671,986,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,4348620,10015920,17276220,14056200,1402380,0,0,0,47099340,4989190.391,8935.199904
6,8283,6416,Groundwater,2010,food manufacturing,IN31,TFM, ,Y,3529713,4719728,5934582,3437975,3735791,3728312,3510081,1150169,3659811,5270597,4807824,3616431,47101014,5079152.77,9021.175815
18772,12996,902,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,557220,13289150,22150800,9789500,1325000,0,0,0,47111670,5009149.805,8952.473043
22322,25114,21119,Groundwater,2018,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1961400,15120000,22239000,7795200,0,0,0,0,47115600,5061025.715,8998.478029
17009,6552,5005,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,11779200,21202560,14135040,0,0,0,0,47116800,5124681.551,9101.117446
4409,8055,5907,Groundwater,2010,, , , ,Y,0,0,0,0,2052000,9177000,8456000,12458000,14977000,0,0,0,47120000,3729995.66,7821.814654
14919,5019,4773,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,3659952,11249875,17219818,11519867,3473974,0,0,0,47123486,10152972.48,13543.40361
5333,6529,4803,Groundwater,2012,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2652000,14094000,28614000,1764000,0,0,0,0,47124000,10187534.05,13528.90505
4754,11924,1011,Groundwater,2011,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,8470600,17210000,14870180,6580000,0,0,0,47130780,4992973.313,8938.05398
7458,13050,5873,Groundwater,2013,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2565600,2449200,17248200,18382800,6489000,0,0,0,47134800,4054111.719,8102.807737
24183,12865,4889,Groundwater,2018,agricultural irrigation,IR10,THM,This land was farmed by Wysocki Produce Farm in 2018.,Y,0,0,0,0,6017760,10029600,13539960,12537000,5014800,0,0,0,47139120,5076733.254,9010.469222
11670,5297,7707,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,17258000,10411200,11669400,4017600,3785400,0,0,47141600,10152972.48,13543.40361
10567,7600,9504,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,0,0,0,20627640,14158320,12356331,0,0,47142291,4983619.355,8929.796848
10677,7757,941,Groundwater,2014,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1942200,12711600,23067600,8800800,630252,0,0,0,47152452,5069717.703,9007.2716
982,10403,4793,Groundwater,2010,agricultural irrigation,IR10, , ,Y,0,0,0,0,6339101,17954225,13741282,8662126,472480,0,0,0,47169214,5087220.27,9017.265349
14857,10198,779,Groundwater,2015,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,1504200,4807200,21747000,12748200,6376200,0,0,0,47182800,4973056.898,8926.133737
7747,3949,4962,Groundwater,2013,agricultural irrigation,IR10,THM,"ksp pump capacity GPM changed from 1,200 to 1,000",Y,0,0,0,0,1440000,6100000,16300000,18350000,5000000,0,0,0,47190000,10652077.84,13929.36674
17669,4129,1428,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,6517800,17745000,22929000,0,0,0,0,0,47191800,4971340.203,8918.558219
17866,12805,2036,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2790600,13703400,22165800,8538000,0,0,0,0,47197800,4999262.922,8953.273469
17278,6627,4877,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,6600,3847800,18539400,17569200,6481200,792000,0,0,0,47236200,4492021.938,8488.460534
17999,6803,951,Groundwater,2016,agricultural irrigation,IR10,THM, ,Y,0,0,0,0,2776800,6153600,8952000,16737600,8683200,3937800,0,0,47241000,4967485.73,8915.284034
